date,index,setup,direction,bias,gap_pct,signal_time,entry_time,entry_spot,entry_premium,sl_spot,lots,lot_size,quantity,exit_premium,gross_pnl,net_pnl,pnl_pct,exit_reason,dte
2025-06-12,NIFTY,ORB,PUT,NEUTRAL,0.15,10:40:00,10:45:00,25043.7,208.09,25128.83,1,50,50,109.4,4834.31,4792.65,46.29,Hard close (14:30),7
2025-06-16,NIFTY,ORB,CALL,NEUTRAL,-0.013,11:05:00,11:10:00,24926.1,135.59,24783.44,1,50,50,108.14,1272.7,1231.06,18.29,Hard close (14:30),3
2025-06-17,NIFTY,VWAP,PUT,NEUTRAL,0.148,10:45:00,10:50:00,24874.45,110.48,24901.3,1,50,50,87.51,1048.61,1007.28,18.4,Hard close (14:30),2
2025-06-18,NIFTY,SMC,CALL,NEUTRAL,-0.214,11:35:00,11:40:00,24798.75,77.88,24756.9,1,50,50,70.26,281.16,240.09,6.25,Hard close (14:30),1
2025-06-19,NIFTY,VWAP,PUT,NEUTRAL,0.018,10:30:00,10:35:00,24799.8,206.06,24838.3,1,50,50,182.15,1095.35,1052.6,10.27,Hard close (14:30),7
2025-07-03,NIFTY,SMC,PUT,NEUTRAL,0.245,11:25:00,11:30:00,25542.3,212.23,25586.92,1,50,50,128.31,4096.2,4054.26,38.39,Hard close (14:30),7
2025-07-09,NIFTY,VWAP,PUT,NEUTRAL,-0.033,13:00:00,13:05:00,25491.35,80.06,25531.85,1,50,50,56.86,1060.11,1019.24,25.78,Hard close (14:30),1
2025-07-18,NIFTY,ORB,PUT,NEUTRAL,-0.004,11:45:00,11:50:00,24947.5,191.91,25073.58,1,50,50,196.25,-317.23,-360.18,-3.77,Hard close (14:30),6
2025-07-30,NIFTY,VWAP,CALL,NEUTRAL,0.242,11:10:00,11:15:00,24847.3,78.03,24818.55,1,50,50,47.27,1437.87,1397.14,36.28,Hard close (14:30),1
2025-07-31,NIFTY,ORB,CALL,BEARISH,-0.814,11:00:00,11:05:00,24760.35,205.74,24700.76,1,50,50,124.78,3947.82,3905.93,38.16,Hard close (14:30),7
2025-09-10,NIFTY,VWAP,PUT,BULLISH,0.451,11:15:00,11:20:00,24981.35,78.46,25014.35,1,50,50,49.29,1358.54,1317.78,34.02,Hard close (14:30),1
2025-09-23,NIFTY,SMC,PUT,NEUTRAL,0.035,12:40:00,12:45:00,25186.2,111.86,25233.87,1,50,50,112.4,-126.75,-168.45,-3.04,Hard close (14:30),2
2025-09-30,NIFTY,ORB,PUT,NEUTRAL,0.058,10:35:00,10:40:00,24597.2,77.25,24671.22,1,50,50,70.44,240.7,199.63,5.24,Hard close (14:30),1
2025-10-01,NIFTY,ORB,CALL,NEUTRAL,-0.053,11:40:00,11:45:00,24776.05,77.81,24662.97,1,50,50,40.6,1760.41,1719.79,44.78,Hard close (14:30),1
2025-10-08,NIFTY,PDH_PDL,CALL,NEUTRAL,-0.132,13:30:00,13:35:00,25117.7,78.88,25061.84,1,50,50,105.63,-1437.59,-1479.19,-37.99,Hard close (14:30),1
2025-10-09,NIFTY,ORB,CALL,NEUTRAL,0.202,11:05:00,11:10:00,25151.65,208.99,25095.97,1,50,50,187.87,955.75,912.92,8.78,Hard close (14:30),7
2025-10-24,NIFTY,PDH_PDL,CALL,NEUTRAL,0.25,12:20:00,12:25:00,25867.85,198.99,25838.28,1,50,50,229.74,-1637.34,-1680.81,-16.98,Hard close (14:30),6
2025-10-28,NIFTY,ORB,PUT,NEUTRAL,-0.131,11:55:00,12:00:00,25848.75,114.8,25963.26,1,50,50,90.16,1131.97,1090.6,19.17,Hard close (14:30),2
2025-11-03,NIFTY,ORB,CALL,NEUTRAL,-0.139,10:35:00,10:40:00,25758.85,140.12,25711.12,1,50,50,107.19,1546.27,1504.64,21.63,Hard close (14:30),3
2025-11-06,NIFTY,PDH_PDL,CALL,NEUTRAL,0.028,12:45:00,12:50:00,25598.7,212.7,25557.5,1,50,50,216.29,-279.54,-322.8,-3.05,Hard close (14:30),7
2025-11-17,NIFTY,PDH_PDL,PUT,NEUTRAL,0.121,10:25:00,10:30:00,25939.95,141.1,25960.14,1,50,50,144.72,-281.15,-323.33,-4.62,Hard close (14:30),3
2025-11-25,NIFTY,SMC,PUT,NEUTRAL,0.213,13:05:00,13:10:00,26002.35,115.49,26016.8,1,50,50,86.3,1359.37,1318.06,23.02,Hard close (14:30),2
2025-11-26,NIFTY,ORB,CALL,NEUTRAL,-0.067,10:45:00,10:50:00,26123.5,82.04,25970.94,1,50,50,42.49,1877.62,1836.96,45.33,Hard close (14:30),1
2025-12-10,NIFTY,VWAP,PUT,NEUTRAL,0.086,10:45:00,10:50:00,25890.45,81.31,25923.35,1,50,50,18.36,3047.72,3007.43,74.9,Short TP,1
2025-12-18,NIFTY,PDH_PDL,CALL,NEUTRAL,-0.221,10:05:00,10:10:00,25775.25,198.28,25754.47,1,50,50,150.42,2293.05,2250.78,22.82,Hard close (14:30),6
2026-01-08,NIFTY,ORB,PUT,NEUTRAL,-0.139,11:20:00,11:25:00,25970.1,215.79,26074.85,1,50,50,169.9,2194.57,2152.0,20.04,Hard close (14:30),7
2026-01-09,NIFTY,ORB,PUT,NEUTRAL,-0.11,11:35:00,11:40:00,25761.45,198.18,25855.02,1,50,50,126.6,3479.15,3437.23,34.86,Hard close (14:30),6
2026-01-12,NIFTY,ORB,PUT,NEUTRAL,-0.135,11:30:00,11:35:00,25475.65,138.58,25580.62,1,50,50,217.32,-4036.94,-4080.22,-59.31,Short SL,3
2026-01-14,NIFTY,ORB,CALL,NEUTRAL,-0.255,11:25:00,11:30:00,25770.7,80.93,25716.82,1,50,50,121.77,-2141.92,-2183.76,-54.64,Short SL,1
2026-01-21,NIFTY,ORB,PUT,BEARISH,-0.334,10:40:00,10:45:00,25029.1,78.6,25174.43,1,50,50,126.22,-2481.23,-2523.14,-65.03,Short SL,1
2026-01-21,NIFTY,PDH_PDL,CALL,BEARISH,-0.334,13:35:00,13:40:00,25211.45,79.18,25129.98,1,50,50,120.86,-2183.85,-2225.68,-56.94,Short SL,1
2026-01-22,NIFTY,ORB,PUT,BULLISH,0.699,10:55:00,11:00:00,25221.95,209.57,25339.42,1,50,50,203.8,188.41,145.34,1.39,Hard close (14:30),7
2026-01-27,NIFTY,PDH_PDL,CALL,NEUTRAL,-0.006,12:50:00,12:55:00,25094.0,111.45,24993.03,1,50,50,127.91,-922.96,-964.9,-17.47,Hard close (14:30),2
2026-01-28,NIFTY,PDH_PDL,PUT,NEUTRAL,0.098,13:20:00,13:25:00,25239.25,79.26,25278.06,1,50,50,68.3,447.9,406.86,10.4,Hard close (14:30),1
2026-01-30,NIFTY,VWAP,PUT,BEARISH,-0.687,13:00:00,13:05:00,25276.6,194.45,25306.15,1,50,50,202.95,-525.2,-568.26,-5.88,Hard close (14:30),6
2026-02-01,NIFTY,ORB,CALL,NEUTRAL,0.071,11:05:00,11:10:00,25415.85,159.64,25315.47,1,50,50,246.71,-4453.69,-4497.41,-56.7,Short SL,4
2026-02-02,NIFTY,VWAP,CALL,NEUTRAL,0.115,11:30:00,11:35:00,24827.65,135.05,24722.05,1,50,50,66.24,3340.51,3299.5,49.23,Hard close (14:30),3
2026-02-10,NIFTY,VWAP,PUT,NEUTRAL,0.229,13:15:00,13:20:00,25948.6,115.25,25982.25,1,50,50,97.07,808.83,767.36,13.43,Hard close (14:30),2
2026-02-17,NIFTY,SMC,PUT,NEUTRAL,-0.173,13:05:00,13:10:00,25760.05,114.41,25771.9,1,50,50,76.36,1802.29,1761.13,31.06,Hard close (14:30),2
2026-02-24,NIFTY,SMC,CALL,NEUTRAL,-0.242,13:35:00,13:40:00,25377.65,112.71,25317.45,1,50,50,98.57,607.02,565.53,10.12,Hard close (14:30),2
2026-03-05,NIFTY,VWAP,CALL,BULLISH,0.58,10:35:00,10:40:00,24627.85,204.64,24559.7,1,50,50,191.31,566.35,523.46,5.14,Hard close (14:30),7
2026-03-06,NIFTY,VWAP,PUT,BEARISH,-0.328,10:30:00,10:35:00,24618.6,189.38,24652.7,1,50,50,139.66,2386.18,2344.07,24.89,Hard close (14:30),6
2026-03-09,NIFTY,SMC,PUT,BEARISH,-2.458,13:30:00,13:35:00,23911.35,130.07,23947.55,1,50,50,122.11,297.78,255.93,3.97,Hard close (14:30),3
2026-03-10,NIFTY,VWAP,PUT,BULLISH,1.146,12:10:00,12:15:00,24173.1,107.36,24215.9,1,50,50,115.06,-485.12,-526.87,-9.91,Hard close (14:30),2
2026-03-11,NIFTY,ORB,PUT,NEUTRAL,-0.224,10:35:00,10:40:00,24087.0,75.65,24210.62,1,50,50,20.44,2660.39,2620.07,70.2,Short TP,1
2026-03-12,NIFTY,ORB,CALL,BEARISH,-0.727,10:55:00,11:00:00,23741.6,197.27,23650.49,1,50,50,166.7,1428.37,1385.85,14.12,Hard close (14:30),7
2026-03-16,NIFTY,ORB,PUT,NEUTRAL,-0.237,10:50:00,10:55:00,22987.35,125.04,23153.99,1,50,50,222.71,-4983.65,-5027.01,-81.05,Short SL,3
2026-03-19,NIFTY,VWAP,CALL,BEARISH,-2.383,12:45:00,12:50:00,23271.5,193.37,23233.8,1,50,50,250.79,-2970.78,-3014.55,-31.34,Hard close (14:30),7
2026-03-20,NIFTY,VWAP,PUT,NEUTRAL,0.097,11:50:00,11:55:00,23249.55,178.85,23288.75,1,50,50,123.04,2690.69,2648.83,29.79,Hard close (14:30),6
2026-03-23,NIFTY,ORB,PUT,BEARISH,-1.341,11:05:00,11:10:00,22560.8,122.72,22699.69,1,50,50,88.38,1617.05,1575.71,25.89,Hard close (14:30),3
2026-03-24,NIFTY,ORB,PUT,BULLISH,1.715,10:30:00,10:35:00,22665.6,100.67,22782.24,1,50,50,152.23,-2678.23,-2720.53,-54.59,Short SL,2
2026-03-24,NIFTY,SMC,PUT,BULLISH,1.715,12:25:00,12:30:00,22844.15,101.46,22946.5,1,50,50,153.77,-2715.41,-2757.73,-54.9,Short SL,2
2026-03-25,NIFTY,ORB,CALL,BULLISH,0.462,10:40:00,10:45:00,23366.25,73.38,23213.6,1,50,50,78.42,-351.79,-392.98,-10.86,Hard close (14:30),1
2026-03-27,NIFTY,SMC,PUT,BEARISH,-0.581,13:15:00,13:20:00,22970.9,176.71,23002.95,1,50,50,109.89,3241.05,3199.39,36.42,Hard close (14:30),6
2026-04-01,NIFTY,VWAP,CALL,BULLISH,2.323,12:00:00,12:05:00,22834.55,71.71,22774.1,1,50,50,147.97,-3912.83,-3955.07,-111.87,Short SL,1
2026-04-06,NIFTY,SMC,PUT,BULLISH,0.351,12:20:00,12:25:00,22702.0,123.49,22741.1,1,50,50,197.97,-3824.2,-3867.19,-63.14,Short SL,3
2026-04-15,NIFTY,SMC,PUT,BULLISH,1.448,13:20:00,13:25:00,24197.25,75.99,24248.55,1,50,50,89.84,-792.26,-833.63,-22.23,Hard close (14:30),1
2026-04-16,NIFTY,ORB,PUT,BULLISH,0.716,11:55:00,12:00:00,24196.3,201.05,24329.62,1,50,50,192.22,341.63,298.73,2.99,Hard close (14:30),7
2026-04-17,NIFTY,ORB,CALL,NEUTRAL,-0.093,11:50:00,11:55:00,24316.05,187.06,24193.74,1,50,50,164.02,1051.77,1009.29,10.85,Hard close (14:30),6
