date,index,direction,sweep_time,level_price,level_kind,wick_pts,rr,adx,trend,entry_spot,sl_spot,tp_spot,entry_premium,exit_premium,lots,lot_size,quantity,gross_pnl,net_pnl,pnl_pct,exit_reason,dte
2024-02-09,BANKNIFTY,PUT,09:40:00,45153.4,OR_H,82.7,2.0,33.9,BEAR,45125.3,45249.67,44876.56,316.89,217.49,1,15,15,-1551.04,-1592.01,-33.49,SL hit,5
2024-02-12,BANKNIFTY,CALL,10:55:00,45227.2,SWING_L,29.95,2.0,13.4,NEUTRAL,45251.5,45183.69,45387.12,200.98,212.6,3,15,45,342.87,300.02,3.32,No-run exit,2
2024-02-13,BANKNIFTY,PUT,12:25:00,45074.15,OR_H,34.25,2.0,38.2,BEAR,45013.85,45121.93,44797.68,141.37,74.55,2,15,30,-2124.73,-2165.39,-51.06,SL hit (theta),1
2024-02-14,BANKNIFTY,CALL,09:45:00,45071.2,SWING_L,95.65,2.0,22.0,BULL,45129.05,44962.06,45463.04,374.98,525.21,1,15,15,2193.49,2151.14,38.24,Target hit,7
2024-02-15,BANKNIFTY,PUT,09:40:00,45748.5,SWING_H,102.25,2.0,21.2,BULL,45662.15,45864.51,45257.44,351.27,240.8,1,15,15,-1717.1,-1758.18,-33.37,SL hit,6
2024-02-19,BANKNIFTY,CALL,10:05:00,46407.55,OR_L,44.3,2.0,27.1,NEUTRAL,46474.1,46349.34,46723.62,206.41,218.31,1,15,15,118.57,77.6,2.51,No-run exit,2
2024-02-20,BANKNIFTY,CALL,09:40:00,46558.6,SWING_L,65.95,2.0,27.4,NEUTRAL,46630.3,46478.7,46933.5,146.44,282.72,1,15,15,1984.21,1942.95,88.45,Target hit,1
2024-02-22,BANKNIFTY,PUT,10:00:00,46692.25,SWING_H,193.4,2.0,13.4,NEUTRAL,46660.1,46899.72,46180.87,358.94,378.33,1,15,15,230.83,189.14,3.51,No-run exit,6
2024-02-23,BANKNIFTY,PUT,10:25:00,47103.9,OR_H,141.45,2.0,26.3,NEUTRAL,46990.95,47259.52,46453.8,329.99,328.29,1,15,15,-85.56,-127.03,-2.57,No-run exit,5
2024-02-26,BANKNIFTY,PUT,09:50:00,46851.5,OR_H,41.65,2.0,21.9,NEUTRAL,46709.4,46907.22,46313.76,207.46,223.0,1,15,15,173.08,132.09,4.24,No-run exit,2
2024-02-27,BANKNIFTY,PUT,13:45:00,46636.5,SWING_H,49.85,2.0,39.6,BEAR,46580.7,46700.36,46341.39,146.29,141.92,1,15,15,-125.6,-166.23,-7.58,No-run exit,1
2024-02-28,BANKNIFTY,CALL,10:05:00,46552.95,OR_L,29.65,2.0,11.6,NEUTRAL,46686.35,46509.34,47040.36,387.92,236.9,1,15,15,-2325.36,-2366.42,-40.67,SL hit (theta),7
2024-03-01,BANKNIFTY,PUT,12:45:00,47042.15,SWING_H,23.9,2.0,51.0,BEAR,47029.4,47080.17,46927.86,330.26,338.53,3,15,45,192.2,147.66,0.99,No-run exit,5
2024-03-04,BANKNIFTY,CALL,11:10:00,47237.0,PDL,24.25,2.0,55.0,BULL,47320.65,47198.59,47564.78,210.17,207.12,1,15,15,-105.76,-146.68,-4.65,No-run exit,2
2024-03-05,BANKNIFTY,CALL,10:25:00,47278.45,SWING_L,36.65,2.0,18.3,BULL,47321.95,47227.63,47510.6,148.62,152.54,2,15,30,-2.49,-43.85,-0.98,No-run exit,1
2024-03-06,BANKNIFTY,PUT,11:35:00,48008.7,SWING_H,58.65,2.0,20.7,BULL,47978.25,48081.77,47771.21,398.66,390.13,2,15,30,-375.9,-419.39,-3.51,No-run exit,7
2024-03-07,BANKNIFTY,CALL,10:05:00,47907.4,OR_L,53.2,2.0,33.8,NEUTRAL,47915.5,47839.84,48066.81,368.6,383.29,2,15,30,320.66,277.23,2.51,No-run exit,6
2024-03-11,BANKNIFTY,PUT,12:15:00,47363.4,SWING_H,36.65,2.0,11.0,NEUTRAL,47343.45,47414.27,47201.81,210.27,196.2,3,15,45,-813.19,-855.81,-9.04,No-run exit,2
2024-03-12,BANKNIFTY,PUT,10:40:00,47595.15,SWING_H,51.8,2.0,50.0,BEAR,47237.1,47661.24,46388.81,148.35,140.32,1,15,15,-180.49,-221.11,-9.94,No-run exit,1
2024-03-13,BANKNIFTY,CALL,09:40:00,47324.8,OR_L,34.2,2.0,19.9,BEAR,47368.6,47276.41,47552.97,393.59,341.52,2,15,30,-1681.97,-1725.03,-14.61,SL hit,7
2024-03-14,BANKNIFTY,CALL,10:35:00,46842.15,PDL,84.7,2.0,22.6,BEAR,46906.35,46743.42,47232.2,360.84,355.79,1,15,15,-135.69,-177.28,-3.28,No-run exit,6
2024-03-15,BANKNIFTY,PUT,09:35:00,46717.4,SWING_H,35.15,2.0,18.9,BEAR,46550.5,46766.58,46118.35,326.9,337.76,1,15,15,102.96,61.45,1.25,No-run exit,5
2024-03-18,BANKNIFTY,CALL,10:20:00,46439.8,OR_L,72.1,2.0,19.2,NEUTRAL,46471.05,46353.79,46705.57,206.4,193.54,1,15,15,-252.86,-293.72,-9.49,No-run exit,2
2024-03-20,BANKNIFTY,PUT,09:45:00,46523.35,OR_H,34.1,2.0,18.4,BEAR,46466.9,46571.42,46257.87,386.1,518.15,2,15,30,3841.39,3796.75,32.78,Target hit,7
2024-03-21,BANKNIFTY,CALL,10:10:00,46884.45,SWING_L,80.55,2.0,11.4,NEUTRAL,46951.45,46789.86,47274.63,361.18,251.66,1,15,15,-1702.82,-1743.94,-32.19,SL hit,6
