date,index,direction,sweep_time,level_price,level_kind,wick_pts,rr,adx,trend,entry_spot,sl_spot,tp_spot,entry_premium,exit_premium,lots,lot_size,quantity,gross_pnl,net_pnl,pnl_pct,exit_reason,dte
2024-03-22,BANKNIFTY,CALL,10:00:00,46793.9,SWING_L,28.6,2.0,3.2,NEUTRAL,46835.6,46751.27,47004.26,328.9,347.91,2,15,30,450.26,407.15,4.13,No-run exit,5
2024-03-27,BANKNIFTY,CALL,10:05:00,46884.45,SWING_L,74.4,2.0,20.1,BEAR,46908.65,46796.01,47133.94,389.77,370.48,1,15,15,-349.28,-390.94,-6.69,No-run exit,7
2024-03-28,BANKNIFTY,CALL,09:45:00,47126.9,SWING_L,60.5,2.0,8.3,BULL,47166.05,47052.28,47393.59,362.84,373.87,1,15,15,105.43,63.75,1.17,No-run exit,6
2024-04-02,BANKNIFTY,PUT,09:50:00,47646.8,PDH,60.55,2.0,8.2,BULL,47621.55,47721.66,47421.33,149.56,155.8,2,15,30,67.13,25.74,0.57,No-run exit,1
2024-04-04,BANKNIFTY,PUT,09:35:00,48008.7,SWING_H,55.55,2.0,15.6,BULL,47978.5,48078.67,47778.16,369.09,461.0,2,15,30,2637.21,2593.08,23.42,Target hit,6
2024-04-05,BANKNIFTY,PUT,09:55:00,48104.65,OR_H,26.6,1.87,20.4,BULL,48098.0,48145.69,48008.7,337.77,312.42,3,15,45,-1320.8,-1364.99,-8.98,SL hit,5
2024-04-10,BANKNIFTY,PUT,11:20:00,48879.55,OR_H,35.6,2.74,22.8,NEUTRAL,48860.15,48929.82,48669.25,375.87,367.16,3,15,45,-571.73,-616.66,-3.65,No-run exit,6
2024-04-12,BANKNIFTY,CALL,12:30:00,48669.25,PDL,37.2,2.0,11.4,BULL,48735.85,48617.46,48972.63,306.11,242.86,1,15,15,-1008.68,-1049.77,-22.86,SL hit,4
2024-04-15,BANKNIFTY,PUT,12:55:00,48008.7,SWING_H,35.8,2.0,25.2,BEAR,47981.65,48058.91,47827.12,150.69,143.37,2,15,30,-339.65,-380.92,-8.43,No-run exit,1
2024-04-18,BANKNIFTY,PUT,09:35:00,47662.1,SWING_H,85.25,2.0,46.2,NEUTRAL,47629.6,47761.67,47365.45,366.4,359.53,1,15,15,-163.09,-204.7,-3.72,No-run exit,6
2024-04-19,BANKNIFTY,PUT,09:40:00,46827.75,OR_H,28.05,2.0,36.4,BEAR,46785.3,46869.86,46616.19,328.55,265.26,2,15,30,-2018.68,-2061.05,-20.91,SL hit,5
2024-04-22,BANKNIFTY,CALL,10:45:00,47747.2,SWING_L,63.15,2.0,24.8,NEUTRAL,47760.25,47669.74,47941.26,212.12,224.15,2,15,30,240.95,198.95,3.13,No-run exit,2
2024-04-23,BANKNIFTY,CALL,10:00:00,48005.0,OR_L,55.3,2.0,35.0,BULL,48049.4,47935.32,48277.57,150.9,93.71,1,15,15,-917.89,-958.3,-42.34,SL hit (theta),1
2024-04-25,BANKNIFTY,PUT,09:45:00,48145.7,SWING_H,38.7,2.0,16.8,BULL,48107.9,48198.86,47925.99,370.08,315.07,2,15,30,-1770.32,-1813.14,-16.33,SL hit,6
2024-04-26,BANKNIFTY,PUT,09:45:00,48625.45,PDH,54.2,2.0,23.0,BULL,48595.6,48694.25,48398.29,341.26,436.4,2,15,30,2734.16,2690.25,26.28,Target hit,5
2024-04-30,BANKNIFTY,PUT,13:10:00,49509.7,OR_H,25.75,2.0,16.8,NEUTRAL,49463.1,49550.31,49288.68,155.34,95.02,2,15,30,-1929.45,-1970.29,-42.28,SL hit (theta),1
2024-05-02,BANKNIFTY,CALL,10:00:00,49421.2,SWING_L,69.3,2.0,36.4,NEUTRAL,49446.3,49337.09,49664.71,380.38,351.98,1,15,15,-485.96,-527.53,-9.25,No-run exit,6
2024-05-03,BANKNIFTY,PUT,09:35:00,49529.35,PDH,59.3,2.0,14.9,NEUTRAL,49448.25,49603.53,49137.7,347.25,496.28,1,15,15,2175.43,2133.21,40.95,Target hit,5
2024-05-06,BANKNIFTY,PUT,09:35:00,49192.1,OR_H,60.55,2.0,14.4,BEAR,48993.95,49267.43,48447.0,217.6,115.79,1,15,15,-1587.14,-1627.66,-49.87,SL hit (theta),2
2024-05-09,BANKNIFTY,PUT,10:15:00,48076.6,SWING_H,43.55,2.0,8.3,NEUTRAL,47974.0,48134.59,47652.83,369.05,391.85,1,15,15,281.99,240.23,4.34,No-run exit,6
2024-05-10,BANKNIFTY,CALL,09:55:00,47661.05,SWING_L,91.55,2.0,23.8,BEAR,47724.8,47555.23,48063.94,335.15,314.76,1,15,15,-365.89,-407.3,-8.1,No-run exit,5
2024-05-13,BANKNIFTY,PUT,10:35:00,47042.15,SWING_H,37.05,2.0,24.4,BEAR,46997.5,47093.32,46805.85,208.73,154.74,2,15,30,-1739.77,-1781.14,-28.44,SL hit,2
2024-05-14,BANKNIFTY,PUT,09:50:00,47676.95,SWING_H,50.0,2.0,21.1,BULL,47639.65,47741.27,47436.41,149.61,83.31,2,15,30,-2108.95,-2149.69,-47.9,SL hit (theta),1
2024-05-15,BANKNIFTY,CALL,09:35:00,47833.35,OR_L,33.6,2.0,21.4,BULL,47855.1,47785.41,47994.48,397.63,322.34,2,15,30,-2378.72,-2421.6,-20.3,SL hit,7
2024-05-16,BANKNIFTY,PUT,10:25:00,47676.95,SWING_H,92.4,2.0,17.6,NEUTRAL,47628.6,47783.68,47318.44,366.39,379.81,1,15,15,141.35,99.65,1.81,No-run exit,6
2024-05-17,BANKNIFTY,PUT,09:35:00,47821.95,SWING_H,85.15,2.0,18.1,BULL,47799.15,47921.47,47554.51,335.67,252.87,1,15,15,-1301.98,-1343.11,-26.68,SL hit,5
2024-05-22,BANKNIFTY,PUT,10:40:00,47748.95,SWING_H,36.95,2.0,17.0,NEUTRAL,47734.75,47800.24,47603.78,396.63,417.21,2,15,30,497.54,453.8,3.81,No-run exit,7
2024-05-23,BANKNIFTY,CALL,13:50:00,48568.25,SWING_L,53.05,2.0,32.4,NEUTRAL,48609.25,48500.65,48826.46,373.94,395.51,1,15,15,263.56,221.79,3.95,No-run exit,6
2024-05-28,BANKNIFTY,PUT,12:35:00,49130.75,SWING_H,33.15,2.0,46.2,NEUTRAL,49116.9,49178.65,48993.4,154.25,70.89,3,15,45,-3931.14,-3972.07,-57.22,SL hit (theta),1
2024-05-30,BANKNIFTY,PUT,10:10:00,48716.95,SWING_H,42.95,2.0,57.0,BEAR,48654.0,48774.53,48412.94,374.28,344.81,1,15,15,-502.04,-543.58,-9.68,No-run exit,6
2024-05-31,BANKNIFTY,PUT,12:10:00,48716.95,SWING_H,49.15,2.0,14.9,NEUTRAL,48688.5,48780.73,48504.04,341.91,266.86,1,15,15,-1185.82,-1227.01,-23.92,SL hit,5
2024-06-03,BANKNIFTY,CALL,09:55:00,50257.3,OR_L,94.05,2.0,14.1,BULL,50420.45,50148.2,50964.95,223.94,236.64,1,15,15,130.45,89.4,2.66,No-run exit,2
2024-06-04,BANKNIFTY,CALL,09:35:00,49181.3,OR_L,439.75,2.0,53.0,BULL,49479.1,48726.93,50983.44,155.39,0.1,1,15,15,-2359.35,-2399.35,-102.94,SL hit (theta),1
2024-06-05,BANKNIFTY,PUT,09:40:00,46968.8,SWING_H,195.65,2.0,42.6,BEAR,46870.95,47178.6,46255.65,389.46,390.35,1,15,15,-46.61,-88.35,-1.51,No-run exit,7
2024-06-06,BANKNIFTY,PUT,09:45:00,49362.9,PDH,114.6,2.0,24.6,BULL,49163.8,49492.34,48506.71,378.2,222.3,1,15,15,-2398.5,-2439.49,-43.0,SL hit (theta),6
2024-06-10,BANKNIFTY,PUT,09:45:00,49943.2,PDH,89.05,2.0,20.3,BULL,49855.15,50047.26,49470.93,221.43,226.45,1,15,15,15.26,-25.75,-0.78,No-run exit,2
2024-06-11,BANKNIFTY,CALL,09:45:00,49622.75,PDL,81.55,2.0,20.8,NEUTRAL,49745.8,49526.34,50184.72,156.23,157.35,1,15,15,-43.24,-83.94,-3.58,No-run exit,1
2024-06-12,BANKNIFTY,PUT,13:45:00,49970.3,PDH,50.2,2.0,12.7,NEUTRAL,49948.05,50035.51,49773.14,415.02,398.36,1,15,15,-309.87,-351.65,-5.65,No-run exit,7
2024-06-13,BANKNIFTY,CALL,10:00:00,50024.15,OR_L,70.55,2.0,9.6,NEUTRAL,50054.9,49938.61,50287.47,385.06,292.3,1,15,15,-1451.42,-1492.73,-25.84,SL hit,6
2024-06-14,BANKNIFTY,PUT,11:25:00,50028.2,OR_H,25.6,2.0,14.6,BEAR,49977.15,50068.82,49793.82,350.96,331.59,1,15,15,-350.62,-392.1,-7.45,No-run exit,5
2024-06-18,BANKNIFTY,PUT,10:15:00,50204.75,OR_H,32.2,2.0,22.3,NEUTRAL,50127.85,50252.02,49879.51,157.43,101.55,1,15,15,-898.22,-938.66,-39.75,SL hit (theta),1
2024-06-21,BANKNIFTY,CALL,13:15:00,51281.5,PDL,56.55,2.0,28.2,BULL,51338.3,51209.58,51595.73,360.52,543.44,1,15,15,2683.78,2641.34,48.84,Target hit,5
2024-06-24,BANKNIFTY,CALL,10:05:00,51224.95,PDL,50.85,2.0,15.2,BULL,51346.4,51158.75,51721.7,228.05,295.69,1,15,15,954.58,913.26,26.7,Hard close,2
2024-06-26,BANKNIFTY,CALL,10:50:00,52510.75,OR_L,34.55,1.88,59.5,BULL,52559.8,52460.46,52746.5,436.72,554.43,1,15,15,1705.72,1663.23,25.39,Target hit,7
2024-06-27,BANKNIFTY,PUT,12:40:00,52988.3,PDH,28.4,3.02,40.3,NEUTRAL,52934.65,53032.61,52639.0,407.21,433.25,1,15,15,330.55,288.6,4.72,No-run exit,6
2024-07-01,BANKNIFTY,PUT,10:45:00,52417.55,OR_H,28.8,2.49,6.3,NEUTRAL,52377.3,52462.08,52166.05,232.63,171.5,2,15,30,-1953.88,-1995.41,-28.59,SL hit,2
2024-07-02,BANKNIFTY,CALL,12:00:00,52166.05,PDL,36.95,2.81,7.5,BEAR,52198.75,52113.46,52438.25,163.93,113.89,1,15,15,-810.65,-851.16,-34.61,SL hit,1
2024-07-03,BANKNIFTY,PUT,10:35:00,53180.75,WEEK_H,75.95,2.0,14.4,BEAR,53136.1,53272.68,52862.95,441.51,458.66,1,15,15,197.21,155.15,2.34,No-run exit,7
2024-07-05,BANKNIFTY,CALL,09:35:00,52373.7,SWING_L,83.25,2.0,17.3,BULL,52403.3,52274.76,52660.37,368.0,361.16,1,15,15,-162.53,-204.15,-3.7,No-run exit,5
2024-07-08,BANKNIFTY,PUT,09:40:00,52656.55,OR_H,54.25,2.0,19.6,NEUTRAL,52461.45,52726.61,51931.12,233.0,127.67,1,15,15,-1639.9,-1680.47,-48.08,SL hit (theta),2
2024-07-11,BANKNIFTY,CALL,09:50:00,52169.7,OR_L,50.3,2.0,44.9,NEUTRAL,52257.7,52103.76,52565.57,366.98,206.46,1,15,15,-2467.86,-2508.78,-45.58,SL hit (theta),5
2024-07-12,BANKNIFTY,PUT,09:55:00,52400.3,PDH,45.5,2.0,26.3,NEUTRAL,52269.05,52461.53,51884.08,328.31,306.14,1,15,15,-392.58,-433.95,-8.81,No-run exit,4
2024-07-15,BANKNIFTY,PUT,10:55:00,52444.9,OR_H,28.2,2.45,24.6,NEUTRAL,52422.25,52488.84,52259.3,164.63,168.46,2,15,30,-5.02,-46.52,-0.94,No-run exit,1
2024-07-18,BANKNIFTY,PUT,10:15:00,52619.05,PDH,49.75,2.0,16.9,NEUTRAL,52587.75,52684.6,52394.05,404.54,503.9,1,15,15,1430.47,1388.21,22.88,Target hit,6
2024-07-19,BANKNIFTY,CALL,12:05:00,52339.95,OR_L,27.65,2.0,18.6,BULL,52366.75,52296.61,52507.04,367.74,323.02,2,15,30,-1461.72,-1504.61,-13.64,SL hit,5
2024-07-22,BANKNIFTY,CALL,09:35:00,52146.3,PDL,117.45,2.0,25.2,BEAR,52262.15,52013.24,52759.97,232.12,230.92,1,15,15,-78.0,-119.04,-3.42,No-run exit,2
2024-07-23,BANKNIFTY,CALL,11:20:00,52075.4,SWING_L,274.3,2.0,29.6,NEUTRAL,52204.8,51785.56,53043.28,163.95,100.76,1,15,15,-1007.83,-1048.28,-42.63,SL hit (theta),1
2024-07-24,BANKNIFTY,PUT,10:05:00,51718.95,SWING_H,143.65,2.0,43.2,BEAR,51686.3,51878.16,51302.58,429.47,616.52,1,15,15,2745.8,2703.04,41.96,Target hit,7
2024-07-25,BANKNIFTY,CALL,10:35:00,50611.4,SWING_L,37.55,2.0,23.4,NEUTRAL,50652.8,50558.68,50841.04,389.66,420.43,1,15,15,401.53,359.65,6.15,No-run exit,6
2024-07-26,BANKNIFTY,CALL,11:05:00,50776.1,SWING_L,47.7,2.0,13.2,NEUTRAL,50885.0,50713.18,51228.64,357.34,342.96,1,15,15,-275.74,-317.28,-5.92,No-run exit,5
2024-07-29,BANKNIFTY,PUT,09:55:00,51849.4,OR_H,105.0,2.0,24.9,BULL,51814.45,51969.99,51503.38,230.13,143.39,1,15,15,-1361.04,-1401.67,-40.61,SL hit (theta),2
2024-07-30,BANKNIFTY,CALL,10:10:00,51342.65,SWING_L,37.5,2.0,24.9,NEUTRAL,51470.1,51289.76,51830.78,161.64,347.03,1,15,15,2720.9,2679.35,110.51,Target hit,1
2024-07-31,BANKNIFTY,CALL,09:35:00,51444.8,OR_L,51.95,2.0,17.9,NEUTRAL,51514.3,51377.43,51788.04,428.04,428.56,1,15,15,-52.19,-94.11,-1.47,No-run exit,7
2024-08-02,BANKNIFTY,PUT,09:40:00,51347.05,OR_H,29.75,2.0,14.7,NEUTRAL,51255.8,51392.21,50982.97,359.94,355.34,1,15,15,-129.06,-170.65,-3.16,No-run exit,5
2024-08-05,BANKNIFTY,CALL,09:55:00,50438.3,SWING_L,60.15,2.0,10.7,BEAR,50487.05,50363.04,50735.08,224.23,146.85,1,15,15,-1220.64,-1261.29,-37.5,SL hit,2
2024-08-06,BANKNIFTY,PUT,10:30:00,50186.45,SWING_H,66.3,2.0,44.2,BEAR,50085.2,50267.83,49719.95,157.29,78.95,1,15,15,-1235.09,-1275.44,-54.06,SL hit (theta),1
2024-08-07,BANKNIFTY,PUT,09:55:00,50000.0,ROUND,36.95,2.0,27.2,BEAR,49990.0,50051.96,49866.08,415.37,483.93,2,15,30,1936.87,1892.53,15.19,Target hit,7
2024-08-08,BANKNIFTY,CALL,10:20:00,49956.6,OR_L,55.05,2.0,10.1,NEUTRAL,49974.85,49886.58,50151.39,384.44,388.91,1,15,15,7.04,-34.7,-0.6,No-run exit,6
2024-08-09,BANKNIFTY,PUT,10:05:00,50626.5,OR_H,27.2,2.0,9.4,NEUTRAL,50551.65,50668.9,50317.16,355.0,376.18,1,15,15,257.76,216.08,4.06,No-run exit,5
2024-08-12,BANKNIFTY,PUT,09:40:00,50292.45,SWING_H,68.8,2.0,21.8,NEUTRAL,50263.35,50376.36,50037.33,223.24,210.51,1,15,15,-250.99,-291.93,-8.72,No-run exit,2
2024-08-13,BANKNIFTY,PUT,10:20:00,50292.45,SWING_H,81.35,2.0,25.8,NEUTRAL,50261.05,50388.91,50005.33,157.85,151.35,1,15,15,-157.55,-198.22,-8.37,No-run exit,1
2024-08-16,BANKNIFTY,PUT,09:55:00,49959.25,PDH,53.15,2.0,24.2,BEAR,49940.9,50027.4,49767.89,350.71,375.67,1,15,15,314.47,272.79,5.19,No-run exit,5
2024-08-20,BANKNIFTY,CALL,09:40:00,50559.9,SWING_L,56.85,2.0,6.5,BULL,50662.05,50487.9,51010.35,159.11,297.63,1,15,15,2017.77,1976.44,82.81,Target hit,1
2024-08-21,BANKNIFTY,CALL,11:15:00,50398.6,PDL,54.75,2.0,37.5,NEUTRAL,50434.65,50328.75,50646.46,419.07,438.15,1,15,15,226.25,184.29,2.93,No-run exit,7
2024-08-22,BANKNIFTY,PUT,10:55:00,50926.75,OR_H,27.4,3.18,16.6,NEUTRAL,50922.3,50969.44,50772.45,391.73,374.29,3,15,45,-964.64,-1009.66,-5.73,No-run exit,6
2024-08-29,BANKNIFTY,PUT,10:05:00,51260.75,PDH,43.3,2.0,21.5,NEUTRAL,51258.75,51319.44,51137.37,394.32,402.49,2,15,30,125.16,81.55,0.69,No-run exit,6
2024-08-30,BANKNIFTY,PUT,10:00:00,51368.95,PDH,27.2,2.0,15.7,NEUTRAL,51334.75,51411.57,51181.11,360.5,341.68,2,15,30,-684.57,-727.63,-6.73,No-run exit,5
2024-09-04,BANKNIFTY,CALL,11:00:00,51390.6,SWING_L,33.35,2.0,22.1,BULL,51419.5,51341.84,51574.81,427.25,410.93,2,15,30,-609.46,-653.14,-5.1,No-run exit,7
2024-09-05,BANKNIFTY,PUT,09:35:00,51503.55,PDH,35.75,2.0,4.2,NEUTRAL,51479.85,51554.76,51330.03,396.02,390.23,2,15,30,-293.78,-337.27,-2.84,No-run exit,6
2024-09-06,BANKNIFTY,PUT,10:35:00,51025.6,SWING_H,41.45,2.0,10.9,NEUTRAL,50957.4,51082.37,50707.46,357.85,365.58,1,15,15,55.91,14.27,0.27,No-run exit,5
2024-09-09,BANKNIFTY,PUT,12:15:00,50688.8,SWING_H,55.0,2.0,69.4,BEAR,50639.55,50759.02,50400.6,224.91,234.66,1,15,15,86.26,45.22,1.34,No-run exit,2
2024-09-10,BANKNIFTY,PUT,09:40:00,51192.75,PDH,49.7,2.0,20.9,NEUTRAL,51115.55,51257.82,50831.0,160.53,164.61,1,15,15,1.25,-39.48,-1.64,No-run exit,1
2024-09-12,BANKNIFTY,CALL,10:35:00,51125.75,OR_L,26.6,2.0,25.1,BEAR,51207.8,51083.82,51455.76,393.93,380.21,1,15,15,-265.86,-307.56,-5.21,No-run exit,6
2024-09-13,BANKNIFTY,CALL,09:35:00,51699.55,OR_L,55.6,2.0,30.0,BULL,51732.45,51628.46,51940.44,363.29,337.62,1,15,15,-445.09,-486.6,-8.93,No-run exit,5
2024-09-18,BANKNIFTY,CALL,13:50:00,52730.0,SWING_L,32.5,2.0,21.5,NEUTRAL,52800.65,52681.69,53038.57,438.73,448.61,1,15,15,88.17,46.16,0.7,No-run exit,7
2024-09-19,BANKNIFTY,PUT,11:40:00,52954.2,PDH,34.85,2.0,50.0,NEUTRAL,52915.95,53004.95,52737.96,407.07,382.9,1,15,15,-422.56,-464.27,-7.6,No-run exit,6
2024-09-20,BANKNIFTY,PUT,10:15:00,53353.3,PDH,80.95,2.0,11.0,BULL,53310.0,53450.28,53029.44,374.37,272.41,1,15,15,-1589.4,-1630.62,-29.04,SL hit,5
2024-09-25,BANKNIFTY,PUT,12:25:00,54015.5,OR_H,28.5,2.0,10.2,NEUTRAL,53997.45,54060.21,53871.92,415.39,396.87,2,15,30,-675.7,-719.25,-5.77,No-run exit,6
2024-09-26,BANKNIFTY,PUT,10:15:00,54141.3,PDH,32.0,1.84,10.9,BULL,54126.55,54189.55,54010.9,380.1,367.23,2,15,30,-506.06,-549.35,-4.82,No-run exit,5
2024-09-27,BANKNIFTY,CALL,12:20:00,54172.6,OR_L,34.7,2.35,23.1,BULL,54186.4,54121.66,54338.7,340.35,304.06,2,15,30,-1208.71,-1251.43,-12.26,SL hit,4
2024-09-30,BANKNIFTY,PUT,11:40:00,53180.75,SWING_H,33.0,2.0,44.4,BEAR,53140.3,53229.71,52961.47,166.89,169.6,1,15,15,-19.32,-60.07,-2.4,No-run exit,1
2024-10-03,BANKNIFTY,PUT,10:15:00,52340.25,SWING_H,59.9,2.0,11.9,NEUTRAL,52277.5,52415.87,52000.76,402.16,383.09,1,15,15,-346.02,-387.73,-6.43,No-run exit,6
2024-10-04,BANKNIFTY,PUT,10:10:00,51932.5,OR_H,72.45,2.0,70.3,BEAR,51839.95,52020.55,51478.75,364.04,254.84,1,15,15,-1698.02,-1739.16,-31.85,SL hit,5
2024-10-07,BANKNIFTY,PUT,09:35:00,51579.5,SWING_H,59.2,2.0,31.9,BEAR,51530.2,51654.19,51282.22,228.87,225.15,1,15,15,-115.79,-156.8,-4.57,No-run exit,2
2024-10-08,BANKNIFTY,CALL,09:45:00,50856.7,SWING_L,105.65,2.0,25.5,BEAR,51011.55,50735.82,51563.0,160.2,73.9,1,15,15,-1354.55,-1394.87,-58.05,SL hit (theta),1
2024-10-09,BANKNIFTY,CALL,09:40:00,51003.15,OR_L,97.6,2.0,14.3,NEUTRAL,51102.4,50890.28,51526.64,424.61,664.92,1,15,15,3544.62,3501.64,54.98,Target hit,7
2024-10-10,BANKNIFTY,CALL,12:05:00,51389.15,SWING_L,34.2,2.0,5.0,BEAR,51416.9,51339.54,51571.61,395.54,394.3,1,15,15,-78.57,-120.34,-2.03,No-run exit,6
2024-10-11,BANKNIFTY,CALL,09:50:00,51389.15,SWING_L,38.1,2.0,37.4,BULL,51492.55,51335.64,51806.36,361.6,345.93,1,15,15,-295.0,-336.55,-6.2,No-run exit,5
2024-10-14,BANKNIFTY,PUT,10:35:00,51707.15,SWING_H,28.75,1.52,13.8,BEAR,51675.5,51751.42,51560.0,229.51,180.82,1,15,15,-790.31,-831.12,-24.14,SL hit,2
2024-10-15,BANKNIFTY,CALL,10:15:00,51749.45,SWING_L,31.1,2.0,48.9,BULL,51790.35,51702.83,51965.38,162.65,174.83,1,15,15,122.72,81.94,3.36,No-run exit,1
2024-10-17,BANKNIFTY,PUT,09:40:00,51579.5,SWING_H,105.3,2.0,17.0,NEUTRAL,51480.4,51700.31,51040.59,396.02,425.49,1,15,15,382.08,340.17,5.73,No-run exit,6
2024-10-18,BANKNIFTY,PUT,11:05:00,51550.55,SWING_H,49.8,2.0,41.5,BEAR,51492.3,51615.83,51245.24,361.6,264.1,1,15,15,-1522.51,-1563.69,-28.83,SL hit,5
2024-10-21,BANKNIFTY,CALL,09:55:00,52007.6,SWING_L,60.5,2.0,34.9,BULL,52133.65,51931.52,52537.92,231.55,215.85,1,15,15,-295.44,-336.4,-9.69,No-run exit,2
2024-10-22,BANKNIFTY,PUT,10:15:00,52082.05,OR_H,111.3,2.0,10.3,NEUTRAL,51932.75,52209.01,51380.23,163.1,158.77,1,15,15,-124.93,-165.63,-6.77,No-run exit,1
2024-10-24,BANKNIFTY,CALL,09:55:00,51272.3,OR_L,38.65,2.0,4.6,BEAR,51432.05,51218.28,51859.59,395.65,415.61,1,15,15,239.36,197.5,3.33,No-run exit,6
2024-10-25,BANKNIFTY,PUT,10:30:00,50688.8,SWING_H,60.0,2.0,13.1,BULL,50527.8,50764.02,50055.35,354.83,345.02,1,15,15,-207.22,-248.77,-4.67,No-run exit,5
2024-10-28,BANKNIFTY,CALL,09:50:00,51186.95,SWING_L,111.55,2.0,37.2,NEUTRAL,51371.2,51060.08,51993.45,228.16,214.13,1,15,15,-270.39,-311.35,-9.1,No-run exit,2
2024-10-29,BANKNIFTY,PUT,09:35:00,51443.65,SWING_H,72.95,2.0,20.3,BULL,51313.8,51532.05,50877.29,161.15,92.98,1,15,15,-1082.5,-1122.91,-46.45,SL hit (theta),1
2024-10-31,BANKNIFTY,CALL,09:45:00,51733.0,PDL,38.05,2.0,5.5,NEUTRAL,51924.05,51679.44,52413.27,399.44,257.4,1,15,15,-2190.65,-2231.8,-37.25,SL hit (theta),6
2024-11-05,BANKNIFTY,CALL,10:05:00,51186.95,SWING_L,74.95,2.0,11.7,NEUTRAL,51248.5,51096.67,51552.17,160.95,89.48,1,15,15,-1132.0,-1172.4,-48.56,SL hit (theta),1
2024-11-07,BANKNIFTY,CALL,09:45:00,52075.4,SWING_L,30.2,2.0,37.1,BULL,52136.6,52029.59,52350.63,401.07,305.56,1,15,15,-1492.6,-1533.96,-25.5,SL hit,6
2024-11-08,BANKNIFTY,CALL,10:10:00,51752.25,PDL,32.35,2.0,8.0,BEAR,51826.45,51704.38,52070.58,363.95,271.54,1,15,15,-1446.12,-1487.34,-27.24,SL hit,5
2024-11-11,BANKNIFTY,CALL,09:45:00,51494.0,PDL,90.0,2.0,18.3,BEAR,51583.6,51388.58,51973.64,229.1,223.39,1,15,15,-145.62,-186.62,-5.43,No-run exit,2
2024-11-12,BANKNIFTY,PUT,10:20:00,51957.0,SWING_H,51.05,2.0,12.7,NEUTRAL,51925.6,52023.65,51729.5,163.07,261.84,1,15,15,1421.5,1380.33,56.43,Target hit,1
2024-11-13,BANKNIFTY,PUT,09:35:00,51290.6,OR_H,62.9,2.0,45.3,BEAR,51161.7,51368.91,50747.29,425.11,613.61,1,15,15,2767.44,2724.69,42.73,Target hit,7
2024-11-14,BANKNIFTY,PUT,10:55:00,50186.45,SWING_H,42.2,2.0,55.2,BEAR,50138.4,50243.72,49927.76,385.7,403.43,1,15,15,205.98,164.17,2.84,No-run exit,6
2024-11-18,BANKNIFTY,CALL,13:05:00,50361.85,SWING_L,29.0,2.0,12.7,BEAR,50400.8,50317.75,50566.9,223.85,207.91,1,15,15,-299.07,-339.99,-10.13,No-run exit,2
2024-11-21,BANKNIFTY,PUT,09:35:00,50019.9,SWING_H,187.1,2.0,38.7,NEUTRAL,49821.95,50222.06,49021.73,383.27,242.47,1,15,15,-2172.07,-2213.16,-38.5,SL hit (theta),6
2024-11-22,BANKNIFTY,PUT,09:35:00,50917.65,OR_H,46.45,2.0,10.3,NEUTRAL,50758.55,50979.39,50316.87,356.45,331.65,1,15,15,-431.96,-473.45,-8.85,No-run exit,5
2024-11-26,BANKNIFTY,CALL,11:25:00,52085.5,SWING_L,29.1,2.0,39.6,BULL,52110.0,52040.78,52248.43,163.65,171.61,1,15,15,59.4,18.64,0.76,No-run exit,1
2024-11-27,BANKNIFTY,CALL,10:15:00,52085.5,SWING_L,33.05,2.0,20.0,BULL,52131.85,52036.83,52321.88,433.17,400.52,1,15,15,-549.78,-591.57,-9.1,No-run exit,7
2024-11-29,BANKNIFTY,PUT,10:10:00,52005.6,SWING_H,58.15,2.0,25.2,BEAR,51824.5,52079.37,51314.76,363.94,346.74,1,15,15,-318.01,-359.56,-6.59,No-run exit,5
2024-12-04,BANKNIFTY,CALL,09:45:00,52923.8,SWING_L,47.65,2.0,44.5,BULL,52974.65,52860.29,53203.38,440.17,451.8,1,15,15,114.42,72.39,1.1,No-run exit,7
2024-12-06,BANKNIFTY,CALL,10:25:00,53522.45,OR_L,344.2,2.0,38.3,BULL,53817.7,53162.3,55128.51,377.93,356.63,1,15,15,-379.47,-421.06,-7.43,No-run exit,5
2024-12-11,BANKNIFTY,CALL,09:55:00,53384.5,OR_L,53.85,2.0,25.1,NEUTRAL,53451.3,53314.65,53724.6,444.13,365.26,1,15,15,-1243.08,-1284.71,-19.28,SL hit,7
2024-12-12,BANKNIFTY,PUT,09:45:00,53498.35,OR_H,28.75,2.0,13.9,BEAR,53397.9,53543.16,53107.38,410.78,401.37,1,15,15,-201.22,-243.01,-3.94,No-run exit,6
2024-12-13,BANKNIFTY,PUT,10:20:00,52607.65,SWING_H,77.65,2.0,55.7,BEAR,52529.75,52701.11,52187.04,368.89,391.57,1,15,15,280.26,238.51,4.31,No-run exit,5
2024-12-16,BANKNIFTY,PUT,10:00:00,53654.0,PDH,55.9,2.0,17.4,BULL,53640.4,53726.01,53469.17,238.24,254.47,1,15,15,183.41,142.27,3.98,No-run exit,2
2024-12-17,BANKNIFTY,CALL,12:25:00,52815.9,SWING_L,43.65,2.0,14.3,NEUTRAL,52958.25,52756.42,53361.91,166.32,96.29,1,15,15,-1110.49,-1150.92,-46.13,SL hit (theta),1
2024-12-18,BANKNIFTY,PUT,10:10:00,52427.0,SWING_H,88.3,2.0,34.6,BEAR,52388.9,52531.05,52104.59,403.01,411.84,1,15,15,72.41,30.57,0.51,No-run exit,6
