date,index,direction,sweep_time,level_price,level_kind,wick_pts,rr,adx,trend,entry_spot,sl_spot,tp_spot,entry_premium,exit_premium,lots,lot_size,quantity,gross_pnl,net_pnl,pnl_pct,exit_reason,dte
2024-10-11,NIFTY,CALL,10:10:00,25017.5,SWING_L,19.0,1.53,13.2,BEAR,25022.25,24991.0,25070.15,192.49,173.54,1,50,50,-1147.3,-1189.88,-12.36,SL hit,6
2024-10-14,NIFTY,PUT,10:10:00,25113.7,SWING_H,17.05,2.0,9.2,NEUTRAL,25100.15,25138.29,25023.87,136.53,137.23,1,50,50,-164.77,-206.8,-3.03,No-run exit,3
2024-10-15,NIFTY,CALL,10:40:00,25070.15,SWING_L,29.25,2.0,38.4,BULL,25089.25,25033.39,25200.97,111.43,103.42,1,50,50,-600.72,-642.24,-11.53,No-run exit,2
2024-10-16,NIFTY,PUT,10:40:00,25037.35,OR_H,17.5,2.0,10.7,NEUTRAL,25023.6,25062.37,24946.07,78.59,80.97,1,50,50,-81.22,-122.41,-3.12,No-run exit,1
2024-10-17,NIFTY,CALL,12:50:00,24771.65,SWING_L,15.8,2.0,20.9,BEAR,24783.1,24748.42,24852.45,205.93,195.45,1,50,50,-724.22,-767.12,-7.45,No-run exit,7
2024-10-21,NIFTY,CALL,09:55:00,24723.7,SWING_L,44.1,2.0,21.5,NEUTRAL,24743.45,24672.2,24885.96,134.59,127.25,1,50,50,-566.99,-608.87,-9.05,No-run exit,3
2024-10-22,NIFTY,PUT,10:05:00,24854.05,OR_H,27.95,2.0,16.4,BEAR,24818.65,24889.46,24677.02,110.23,198.0,1,50,50,4188.47,4145.53,75.22,Target hit,2
2024-10-24,NIFTY,CALL,09:55:00,24378.1,PDL,26.55,2.0,24.3,BEAR,24409.6,24344.24,24540.31,202.82,210.94,1,50,50,205.82,162.68,1.6,No-run exit,7
2024-10-25,NIFTY,PUT,09:35:00,24400.0,ROUND,31.4,2.0,20.0,NEUTRAL,24327.8,24438.73,24105.94,187.15,268.81,1,50,50,3882.96,3838.96,41.03,Target hit,6
2024-10-28,NIFTY,CALL,09:50:00,24168.85,SWING_L,33.95,2.0,56.9,NEUTRAL,24257.1,24127.66,24515.98,131.95,156.87,1,50,50,1045.99,1003.66,15.21,Hard close,3
2024-10-29,NIFTY,CALL,11:40:00,24210.8,SWING_L,30.65,2.0,22.6,NEUTRAL,24239.7,24172.9,24373.31,107.66,113.68,1,50,50,100.76,59.08,1.1,No-run exit,2
2024-10-30,NIFTY,PUT,13:10:00,24484.5,PDH,13.7,2.0,14.2,BULL,24429.1,24505.55,24276.2,76.72,104.87,1,50,50,1207.3,1165.75,30.39,Hard close,1
2024-11-04,NIFTY,PUT,10:05:00,24036.6,SWING_H,36.65,2.0,33.5,NEUTRAL,23991.4,24080.47,23813.26,130.5,137.41,1,50,50,145.59,103.55,1.59,No-run exit,3
2024-11-05,NIFTY,PUT,11:25:00,23951.0,SWING_H,26.25,2.0,21.4,NEUTRAL,23931.5,23984.44,23825.61,106.29,111.65,1,50,50,68.08,26.44,0.5,No-run exit,2
2024-11-07,NIFTY,CALL,09:45:00,24342.85,OR_L,16.45,2.0,50.5,BULL,24366.95,24319.1,24462.65,202.47,157.33,1,50,50,-2456.82,-2499.15,-24.69,SL hit,7
2024-11-08,NIFTY,CALL,09:45:00,24179.05,PDL,32.6,2.0,24.0,BEAR,24247.4,24139.21,24463.79,186.53,121.1,1,50,50,-3471.61,-3513.4,-37.67,SL hit (theta),6
2024-11-12,NIFTY,CALL,13:00:00,24004.6,PDL,23.6,2.0,19.3,BEAR,24027.95,23973.81,24136.24,106.72,68.69,1,50,50,-2101.35,-2142.35,-40.15,SL hit (theta),2
2024-11-14,NIFTY,PUT,10:10:00,23645.3,OR_H,18.3,2.0,53.5,BEAR,23616.9,23670.7,23509.3,196.24,205.99,1,50,50,287.49,244.43,2.49,No-run exit,7
2024-11-18,NIFTY,PUT,09:40:00,23411.9,SWING_H,32.4,2.0,12.9,NEUTRAL,23368.35,23451.33,23202.38,127.11,73.85,1,50,50,-2862.81,-2903.89,-45.69,SL hit (theta),3
2024-11-21,NIFTY,CALL,13:15:00,23338.75,OR_L,15.05,2.59,30.8,NEUTRAL,23343.25,23316.7,23411.9,193.96,190.01,1,50,50,-397.68,-440.5,-4.54,No-run exit,7
2024-11-22,NIFTY,PUT,09:35:00,23507.3,PDH,33.8,2.0,40.1,BEAR,23437.2,23548.16,23215.28,180.3,114.07,1,50,50,-3511.74,-3553.42,-39.42,SL hit (theta),6
2024-11-26,NIFTY,CALL,11:35:00,24210.8,SWING_L,13.0,2.0,25.8,BULL,24228.85,24190.54,24305.47,107.61,86.02,1,50,50,-1279.25,-1320.51,-24.54,SL hit,2
2024-12-02,NIFTY,CALL,09:35:00,24073.65,SWING_L,42.7,2.0,10.8,BULL,24115.65,24023.74,24299.47,131.18,128.41,1,50,50,-338.59,-380.48,-5.8,No-run exit,3
