date,index,direction,or_high,or_low,or_range_pct,breakout_time,breakout_price,entry_premium,exit_premium,lots,lot_size,quantity,gross_pnl,net_pnl,pnl_pct,exit_reason,dte
2025-04-01,NIFTY,PUT,23481.45,23339.1,0.0060992069102922646,10:15:00,23307.2,103.52,160.74,1,50,50,2660.76,2618.38,50.59,Target hit,2
2025-04-02,NIFTY,CALL,23251.0,23158.45,0.003996381450399282,10:45:00,23292.7,73.15,56.56,1,50,50,-1029.44,-1070.26,-29.26,SL hit,1
2025-04-03,NIFTY,CALL,23263.45,23145.8,0.005082995619075662,10:15:00,23298.3,179.23,141.65,1,50,50,-2079.18,-2121.27,-23.67,SL hit,6
2025-04-04,NIFTY,PUT,23214.7,23029.4,0.008046236549801526,10:00:00,22941.95,161.11,126.84,1,50,50,-1913.4,-1955.27,-24.27,SL hit,5
2025-04-08,NIFTY,PUT,22577.55,22446.75,0.005827124193925591,10:00:00,22383.95,70.3,49.26,1,50,50,-1252.18,-1292.89,-36.78,SL hit,1
2025-04-11,NIFTY,CALL,22821.1,22695.4,0.005538567286762828,11:15:00,22857.1,175.83,116.72,1,50,50,-3155.4,-3197.12,-36.37,SL hit,6
2025-04-17,NIFTY,CALL,23406.6,23298.55,0.004637627663524093,11:00:00,23440.1,194.77,299.48,1,50,50,5035.65,4991.19,51.25,Target hit,7
2025-04-21,NIFTY,CALL,24004.2,23903.65,0.004206470559935377,10:00:00,24033.45,130.73,150.09,1,50,50,768.03,725.81,11.1,Hard close,3
2025-04-22,NIFTY,CALL,24201.65,24072.0,0.0053859255566634035,10:45:00,24228.1,107.61,86.06,1,50,50,-1277.68,-1318.94,-24.51,SL hit,2
2025-04-23,NIFTY,PUT,24359.3,24282.05,0.0031813623643802726,10:00:00,24189.55,75.97,54.56,1,50,50,-1270.58,-1311.37,-34.52,SL hit,1
2025-04-25,NIFTY,PUT,24365.45,24264.8,0.004147983910850345,10:00:00,24033.65,168.78,133.36,1,50,50,-1971.12,-2013.09,-23.85,SL hit,5
2025-04-28,NIFTY,CALL,24152.2,24054.05,0.004080393946133872,10:00:00,24275.85,107.82,82.71,1,50,50,-1455.25,-1496.46,-27.76,SL hit,2
2025-04-29,NIFTY,PUT,24457.65,24364.35,0.0038293654458256806,10:15:00,24317.8,76.37,54.65,1,50,50,-1286.18,-1326.97,-34.75,SL hit,1
2025-05-02,NIFTY,CALL,24488.5,24305.85,0.007514651822503696,10:00:00,24581.95,189.1,145.01,1,50,50,-2404.68,-2446.83,-25.88,SL hit,6
2025-05-05,NIFTY,CALL,24477.9,24400.65,0.0031658992690768483,10:30:00,24522.65,133.39,106.01,1,50,50,-1568.78,-1610.34,-24.14,SL hit,3
2025-05-06,NIFTY,PUT,24509.65,24421.0,0.0036300724786045395,10:00:00,24389.7,108.32,82.16,1,50,50,-1508.1,-1549.3,-28.61,SL hit,2
2025-05-12,NIFTY,CALL,24597.15,24378.85,0.008954483086774106,10:00:00,24682.65,134.26,210.09,1,50,50,3591.51,3548.39,52.86,Target hit,3
2025-05-13,NIFTY,PUT,24973.8,24754.1,0.008875297425477022,10:15:00,24658.2,109.52,86.91,1,50,50,-1330.71,-1371.99,-25.05,SL hit,2
2025-05-15,NIFTY,CALL,24706.75,24584.65,0.0049665136579125,10:30:00,24745.9,205.62,136.18,1,50,50,-3671.83,-3713.85,-36.12,SL hit,7
2025-05-20,NIFTY,PUT,25010.35,24934.45,0.003043981319018379,10:00:00,24899.4,110.59,167.46,1,50,50,2643.55,2601.07,47.04,Target hit,2
2025-05-22,NIFTY,PUT,24737.5,24574.0,0.006653373484170261,12:45:00,24523.85,203.77,138.84,1,50,50,-3446.43,-3488.48,-34.24,SL hit,7
2025-05-23,NIFTY,CALL,24733.55,24614.05,0.0048549507293598575,10:00:00,24818.1,190.92,156.73,1,50,50,-1909.31,-1951.63,-20.44,Hard close,6
