signal_id,date,time,index,direction,direction_int,conviction_score,lot_size,close,vwap,vwap_distance,rsi,adx,ema_fast,ema_slow,pcr,iv_rank,pdh,pdl,weekly_high,weekly_low,dte,capital_before,capital_used,risk_amount,entry_premium,stop_loss,target,exit_premium,pnl,pnl_pct,exit_reason,trade_taken,outcome
03126A36,2025-12-08,13:30:00,SENSEX,PUT,0,69,1,85080.14,85386.98,-306.84,20.53,23.71,85370.92,85465.36,1.0,50.0,85796.72,85078.12,85796.72,84763.64,4,86958.95,,,533.66,426.93,800.49,,,,premium_out_of_range,0,-1
0DB8446B,2025-12-08,13:45:00,SENSEX,PUT,0,78,2,84964.33,85365.03,-400.7,16.96,28.32,85332.2,85445.71,1.0,50.0,85796.72,85078.12,85796.72,84763.64,4,86958.95,,,533.68,426.94,800.52,,,,premium_out_of_range,0,-1
7B03CEFA,2025-12-08,14:00:00,SENSEX,PUT,0,78,2,84966.61,85344.28,-377.67,17.27,32.37,85297.38,85426.92,1.0,50.0,85796.72,85078.12,85796.72,84763.64,4,86958.95,,,533.54,426.83,800.31,,,,premium_out_of_range,0,-1
76BCCE3F,2025-12-08,14:15:00,SENSEX,PUT,0,81,3,84944.62,85325.19,-380.57,16.63,36.02,85263.78,85408.01,1.0,50.0,85796.72,85078.12,85796.72,84763.64,4,86958.95,,,533.7,426.96,800.55,,,,premium_out_of_range,0,-1
09056C93,2025-12-08,14:30:00,SENSEX,PUT,0,81,3,84969.25,85307.18,-337.93,20.17,39.48,85235.73,85390.8,1.0,50.0,85796.72,85078.12,85796.72,84763.64,4,86958.95,,,533.81,427.05,800.71,,,,premium_out_of_range,0,-1
E2E2706C,2025-12-10,14:30:00,SENSEX,PUT,0,68,1,84323.18,84669.51,-346.33,28.98,22.36,84603.57,84712.57,1.0,50.0,84947.89,84382.96,85796.72,84313.62,2,86958.95,3748.7,749.74,374.87,299.9,562.31,358.92,-240.53,-6.42,Hard close (15:00),1,0
EE19A926,2025-12-29,13:45:00,SENSEX,PUT,0,65,1,84682.37,84860.42,-178.05,15.82,27.55,84840.93,84941.6,1.0,50.0,85378.51,84937.82,85738.18,84637.86,4,86718.42,,,532.1,425.68,798.15,,,,premium_out_of_range,0,-1
E006C0E5,2025-12-29,14:00:00,SENSEX,PUT,0,65,1,84718.65,84852.49,-133.84,25.37,30.71,84829.29,84932.86,1.0,50.0,85378.51,84937.82,85738.18,84637.86,4,86718.42,,,532.09,425.67,798.13,,,,premium_out_of_range,0,-1
D7F62418,2025-12-29,14:15:00,SENSEX,PUT,0,65,1,84713.55,84846.25,-132.7,24.94,32.23,84818.26,84924.25,1.0,50.0,85378.51,84937.82,85738.18,84637.86,4,86718.42,,,532.35,425.88,798.53,,,,premium_out_of_range,0,-1
405B09B0,2025-12-29,14:30:00,SENSEX,PUT,0,65,1,84752.16,84840.93,-88.77,34.02,34.44,84811.97,84917.51,1.0,50.0,85378.51,84937.82,85738.18,84637.86,4,86718.42,,,531.99,425.59,797.99,,,,premium_out_of_range,0,-1
B015DDAC,2026-01-06,14:15:00,SENSEX,PUT,0,72,2,84923.32,85108.05,-184.73,33.4,20.97,85055.06,85079.07,1.0,50.0,85883.5,85315.33,85883.5,84705.57,3,86718.42,9244.6,1848.92,462.23,369.78,693.35,393.84,-1490.14,-16.12,Hard close (15:00),1,0
7C9D8910,2026-01-08,13:00:00,SENSEX,PUT,0,68,1,84301.28,84577.9,-276.62,11.78,20.53,84550.21,84646.23,1.0,50.0,85075.99,84617.49,85883.5,84110.1,1,85228.28,2648.4,529.68,264.84,211.87,397.26,231.83,-410.84,-15.51,Max hold (60 min),1,0
CF149014,2026-01-09,13:15:00,SENSEX,PUT,0,68,1,83575.26,83910.51,-335.25,21.43,24.43,83852.45,83974.09,1.0,50.0,84965.27,84110.1,85883.5,83402.28,7,84817.44,,,694.88,555.9,1042.32,,,,premium_out_of_range,0,-1
DA0A39E4,2026-01-09,13:30:00,SENSEX,PUT,0,71,1,83627.4,83893.04,-265.64,28.04,28.03,83831.01,83960.5,1.0,50.0,84965.27,84110.1,85883.5,83402.28,7,84817.44,,,694.37,555.5,1041.56,,,,premium_out_of_range,0,-1
F3DE15AF,2026-01-09,13:45:00,SENSEX,PUT,0,71,1,83566.94,83877.38,-310.44,25.37,29.68,83805.86,83945.06,1.0,50.0,84965.27,84110.1,85883.5,83402.28,7,84817.44,,,694.41,555.53,1041.62,,,,premium_out_of_range,0,-1
AB1BA306,2026-01-09,14:00:00,SENSEX,PUT,0,71,1,83571.56,83860.12,-288.56,25.95,31.76,83783.55,83930.42,1.0,50.0,84965.27,84110.1,85883.5,83402.28,7,84817.44,,,693.86,555.09,1040.79,,,,premium_out_of_range,0,-1
B6B00C6F,2026-01-09,14:15:00,SENSEX,PUT,0,71,1,83507.06,83843.72,-336.66,23.24,33.29,83757.22,83913.81,1.0,50.0,84965.27,84110.1,85883.5,83402.28,7,84817.44,,,693.81,555.05,1040.71,,,,premium_out_of_range,0,-1
25B64504,2026-01-09,14:30:00,SENSEX,PUT,0,71,1,83496.55,83827.67,-331.12,22.82,34.86,83732.39,83897.45,1.0,50.0,84965.27,84110.1,85883.5,83402.28,7,84817.44,,,693.82,555.06,1040.73,,,,premium_out_of_range,0,-1
24E692EA,2026-01-20,14:15:00,SENSEX,PUT,0,65,1,82599.47,82855.6,-256.13,24.77,22.11,82807.47,82878.46,1.0,50.0,83539.93,82898.31,84258.03,82010.58,3,84817.44,4496.9,899.38,449.69,359.75,674.53,512.48,546.36,12.15,Profit lock (14:00),1,1
D12EE97D,2026-01-23,13:45:00,SENSEX,PUT,0,65,1,81530.62,82117.57,-586.95,13.78,21.71,82081.69,82253.54,1.0,50.0,82783.18,81874.39,83539.93,81124.45,7,85363.8,,,677.66,542.13,1016.49,,,,premium_out_of_range,0,-1
629A9960,2026-01-23,14:00:00,SENSEX,PUT,0,65,1,81556.46,82088.02,-531.56,16.34,26.59,82031.67,82226.2,1.0,50.0,82783.18,81874.39,83539.93,81124.45,7,85363.8,,,677.72,542.18,1016.58,,,,premium_out_of_range,0,-1
06AFBE93,2026-01-23,14:15:00,SENSEX,PUT,0,68,1,81563.49,82061.69,-498.2,17.06,30.89,81987.08,82200.21,1.0,50.0,82783.18,81874.39,83539.93,81124.45,7,85363.8,,,677.93,542.34,1016.89,,,,premium_out_of_range,0,-1
2CC4B3F3,2026-01-23,14:30:00,SENSEX,PUT,0,68,1,81588.22,82038.36,-450.14,19.68,33.86,81949.09,82176.21,1.0,50.0,82783.18,81874.39,83539.93,81124.45,7,85363.8,,,678.58,542.86,1017.87,,,,premium_out_of_range,0,-1
465733C0,2026-01-28,14:15:00,SENSEX,PUT,0,66,1,81898.33,82175.62,-277.29,29.57,28.41,82150.52,82274.6,1.0,50.0,82084.92,81088.59,82783.18,81088.59,2,85363.8,3641.5,728.3,364.15,291.32,546.22,291.32,-809.17,-22.22,Stop-loss,1,0
05144D0F,2026-01-29,13:45:00,SENSEX,CALL,1,68,1,82544.75,82080.35,464.4,76.02,20.76,82157.27,82084.05,1.0,50.0,82503.97,81814.75,82783.18,81088.59,1,84554.63,2594.1,518.82,259.41,207.53,389.12,252.04,-154.46,-5.95,No-move (flat 30 min),1,0
168736F2,2026-02-01,14:15:00,SENSEX,PUT,0,66,1,81363.4,82021.2,-657.8,32.76,31.33,81881.22,82121.05,1.0,50.0,82430.82,81941.03,82726.65,79899.42,5,84400.17,,,571.98,457.58,857.97,,,,premium_out_of_range,0,-1
9FA1F46A,2026-02-19,13:00:00,SENSEX,PUT,0,72,2,82959.06,83341.98,-382.92,14.74,20.53,83327.69,83509.49,1.0,50.0,83770.05,83163.62,84061.62,82264.2,1,84400.17,5215.6,1043.12,260.78,208.62,391.17,355.65,1775.23,34.04,Slow target (+30%),1,1
CB6E3C07,2026-02-24,13:30:00,SENSEX,PUT,0,72,2,82106.3,82453.94,-347.64,23.68,27.58,82428.22,82560.62,1.0,50.0,83486.15,82906.83,83979.36,81934.73,3,86175.4,8927.2,1785.44,446.36,357.09,669.54,357.09,-1907.53,-21.37,Stop-loss,1,0
A0E69F7C,2026-02-26,13:30:00,SENSEX,PUT,0,66,1,82107.67,82284.35,-176.68,41.11,21.41,82225.14,82271.61,1.0,50.0,82957.91,82132.63,83486.15,81934.73,1,84267.87,2577.5,515.5,257.75,206.2,386.62,206.2,-596.11,-23.13,Stop-loss,1,0
AF94B569,2026-03-02,13:30:00,SENSEX,PUT,0,65,1,79657.29,80045.16,-387.87,23.72,24.8,80008.67,80173.77,1.0,50.0,82246.17,81159.15,83079.51,78543.73,4,83671.76,,,500.19,400.15,750.28,,,,premium_out_of_range,0,-1
CA953859,2026-03-02,13:45:00,SENSEX,PUT,0,68,1,79633.64,80022.04,-388.4,23.02,29.7,79972.96,80152.59,1.0,50.0,82246.17,81159.15,83079.51,78543.73,4,83671.76,4990.4,998.08,499.04,399.23,748.56,399.23,-1079.29,-21.63,Stop-loss,1,0
66E02E5F,2026-03-11,13:15:00,SENSEX,PUT,0,72,2,77064.06,77518.64,-454.58,14.83,24.37,77525.05,77784.36,1.0,50.0,78526.25,77745.47,80303.83,76424.55,2,82592.47,6860.4,1372.08,343.02,274.42,514.53,389.11,799.56,11.65,Profit lock (14:00),1,1
33336560,2026-03-13,13:15:00,SENSEX,PUT,0,68,1,74669.02,75150.58,-481.56,26.87,20.23,75147.4,75315.68,1.0,50.0,76681.71,75871.18,78526.25,74454.6,7,83392.03,,,620.63,496.5,930.94,,,,premium_out_of_range,0,-1
AA88468F,2026-03-13,13:30:00,SENSEX,PUT,0,65,1,74694.28,75120.99,-426.71,28.42,25.86,75104.25,75291.31,1.0,50.0,76681.71,75871.18,78526.25,74454.6,7,83392.03,,,619.79,495.83,929.68,,,,premium_out_of_range,0,-1
95CB2C8A,2026-03-13,13:45:00,SENSEX,PUT,0,71,1,74588.63,75092.53,-503.9,25.94,30.87,75055.14,75263.75,1.0,50.0,76681.71,75871.18,78526.25,74454.6,7,83392.03,,,618.82,495.06,928.23,,,,premium_out_of_range,0,-1
9DA68568,2026-03-13,14:00:00,SENSEX,PUT,0,74,2,74476.57,75062.47,-585.9,23.6,35.43,75000.04,75232.88,1.0,50.0,76681.71,75871.18,78526.25,74454.6,7,83392.03,,,620.96,496.77,931.44,,,,premium_out_of_range,0,-1
A6BBA6F5,2026-03-13,14:15:00,SENSEX,PUT,0,68,1,74724.32,75041.57,-317.25,37.14,37.53,74973.78,75212.94,1.0,50.0,76681.71,75871.18,78526.25,74454.6,7,83392.03,,,621.03,496.82,931.54,,,,premium_out_of_range,0,-1
542A1FBA,2026-03-13,14:30:00,SENSEX,PUT,0,68,1,74743.19,75027.63,-284.44,38.05,37.79,74951.82,75194.52,1.0,50.0,76681.71,75871.18,78526.25,74454.6,7,83392.03,,,621.49,497.19,932.24,,,,premium_out_of_range,0,-1
E10ABCFF,2026-03-27,13:30:00,SENSEX,PUT,0,69,1,73980.11,74161.74,-181.63,28.26,20.44,74156.52,74281.1,1.0,50.0,75849.76,74550.47,75849.76,72558.44,7,83392.03,,,614.54,491.63,921.81,,,,premium_out_of_range,0,-1
D36F0DE8,2026-03-27,13:45:00,SENSEX,PUT,0,69,1,73960.74,74150.41,-189.67,27.21,22.28,74137.88,74268.54,1.0,50.0,75849.76,74550.47,75849.76,72558.44,7,83392.03,,,614.3,491.44,921.45,,,,premium_out_of_range,0,-1
0E2D6A4E,2026-03-27,14:00:00,SENSEX,PUT,0,69,1,73933.51,74139.6,-206.09,25.77,23.91,74118.41,74255.4,1.0,50.0,75849.76,74550.47,75849.76,72558.44,7,83392.03,,,613.94,491.15,920.91,,,,premium_out_of_range,0,-1
D00F3299,2026-03-27,14:15:00,SENSEX,PUT,0,69,1,73889.32,74126.59,-237.27,23.59,26.36,74096.59,74241.04,1.0,50.0,75849.76,74550.47,75849.76,72558.44,7,83392.03,,,613.33,490.66,920.0,,,,premium_out_of_range,0,-1
5F47EFDF,2026-03-27,14:30:00,SENSEX,PUT,0,68,1,73817.01,74112.35,-295.34,20.52,28.75,74069.97,74224.42,1.0,50.0,75849.76,74550.47,75849.76,72558.44,7,83392.03,,,612.33,489.86,918.5,,,,premium_out_of_range,0,-1
77C2E370,2026-04-02,14:30:00,SENSEX,CALL,1,67,1,73143.81,72007.84,1135.97,89.76,35.26,72219.67,71955.75,1.0,50.0,73964.58,72971.68,75849.76,71545.81,1,83392.03,2287.7,457.54,228.77,183.02,343.16,343.16,1062.88,46.46,Target (+56%),1,1
9BB70297,2026-04-06,13:45:00,SENSEX,CALL,1,65,1,73747.42,73177.27,570.15,73.32,23.79,73254.28,73089.08,1.0,50.0,73568.54,71545.81,74904.91,71545.81,4,84454.91,4632.2,926.44,463.22,370.58,694.83,542.56,711.74,15.37,Profit lock (14:00),1,1
65D15FAB,2026-04-13,14:00:00,SENSEX,CALL,1,69,1,77025.55,76546.05,479.5,86.47,29.18,76590.0,76357.17,1.0,50.0,77622.5,76851.16,77635.54,73282.41,4,85166.65,4830.3,966.06,483.03,386.42,724.54,495.69,45.1,0.93,Profit lock (14:00),1,1
D2C85086,2026-04-16,13:30:00,SENSEX,PUT,0,66,1,77733.15,78169.38,-436.23,11.76,30.97,78141.54,78390.77,1.0,50.0,78270.42,77849.52,78730.32,75868.32,1,85211.75,2443.6,488.72,244.36,195.49,366.54,195.49,-569.28,-23.3,Stop-loss,1,0
3722B240,2026-04-24,13:15:00,SENSEX,PUT,0,68,1,76536.14,76826.91,-290.77,25.06,22.19,76830.58,76997.24,1.0,50.0,78178.54,77574.18,79367.08,76403.87,7,84642.47,,,636.43,509.14,954.64,,,,premium_out_of_range,0,-1
50558633,2026-04-24,13:30:00,SENSEX,PUT,0,68,1,76597.12,76811.99,-214.87,31.01,28.01,76808.35,76981.55,1.0,50.0,78178.54,77574.18,79367.08,76403.87,7,84642.47,,,635.26,508.21,952.89,,,,premium_out_of_range,0,-1
4F2392A5,2026-04-24,13:45:00,SENSEX,PUT,0,71,1,76457.52,76794.77,-337.25,25.93,33.38,76774.94,76961.0,1.0,50.0,78178.54,77574.18,79367.08,76403.87,7,84642.47,,,635.6,508.48,953.4,,,,premium_out_of_range,0,-1
2865716B,2026-04-24,14:00:00,SENSEX,PUT,0,74,2,76494.2,76778.9,-284.7,29.21,38.11,76748.2,76942.69,1.0,50.0,78178.54,77574.18,79367.08,76403.87,7,84642.47,,,635.44,508.35,953.16,,,,premium_out_of_range,0,-1
02912588,2026-04-24,14:15:00,SENSEX,PUT,0,74,2,76475.17,76762.99,-287.82,28.51,42.45,76722.2,76924.36,1.0,50.0,78178.54,77574.18,79367.08,76403.87,7,84642.47,,,636.68,509.34,955.02,,,,premium_out_of_range,0,-1
C6431F0A,2026-04-24,14:30:00,SENSEX,PUT,0,65,1,76628.17,76754.07,-125.9,40.87,42.36,76713.24,76912.74,1.0,50.0,78178.54,77574.18,79367.08,76403.87,7,84642.47,,,637.73,510.18,956.6,,,,premium_out_of_range,0,-1
1AA79403,2026-04-28,14:15:00,SENSEX,PUT,0,66,1,76862.33,77149.66,-287.33,30.2,27.83,77089.49,77200.05,1.0,50.0,77420.04,76754.2,79031.03,76403.87,3,84642.47,4183.2,836.64,418.32,334.66,627.48,446.69,202.39,4.84,Hard close (15:00),1,1
4EB465CF,2026-04-29,13:15:00,SENSEX,CALL,1,69,1,77941.77,77731.8,209.97,79.78,22.62,77704.19,77510.56,1.0,50.0,77493.53,76741.06,78178.54,76403.87,2,84844.86,3459.6,691.92,345.96,276.77,518.94,276.77,-772.72,-22.34,Stop-loss,1,0
