signal_id,date,time,index,direction,direction_int,conviction_score,lot_size,day_quality,close,vwap,vwap_distance,rsi,adx,ema_fast,ema_slow,pcr,iv_rank,pdh,pdl,weekly_high,weekly_low,dte,capital_before,capital_used,risk_amount,entry_premium,stop_loss,target,exit_premium,pnl,pnl_pct,exit_reason,trade_taken,outcome
D4B72D7E,2023-09-01,13:30:00,NIFTY,CALL,1,68,1,NORMAL,19394.7,19336.04,58.66,77.85,28.05,19340.13,19317.8,1.0,50.0,19388.2,19224.6,19458.55,19224.6,6,90910.77,7462.5,1119.38,149.25,126.86,238.8,161.02,345.97,4.64,Profit lock (14:00),1,1
8C268C9F,2023-09-11,14:30:00,NIFTY,CALL,1,69,2,PREMIUM,19960.95,19935.18,25.77,67.95,28.78,19936.1,19919.12,1.0,50.0,19867.15,19728.7,20008.15,19491.5,3,91256.74,10860.0,1629.0,108.6,92.31,173.76,120.9,786.63,7.24,Hard close (15:00),1,1
E2FACB06,2023-09-13,14:00:00,NIFTY,CALL,1,65,1,NORMAL,20074.0,20022.87,51.13,66.68,33.33,20037.99,20022.99,1.0,50.0,20110.35,19914.8,20110.35,19550.05,1,92043.37,3153.5,473.02,63.07,53.61,100.91,64.11,-188.96,-5.99,Profit lock (14:00),1,0
0CDD71F9,2023-09-28,13:45:00,NIFTY,PUT,0,65,2,PREMIUM,19582.8,19654.62,-71.82,23.59,29.27,19644.73,19685.32,1.0,50.0,19730.7,19554.0,19798.65,19492.1,7,91854.41,16253.0,2437.95,162.53,138.15,260.05,162.93,-405.25,-2.49,Profit lock (14:00),1,0
E1373696,2023-10-10,13:30:00,NIFTY,CALL,1,65,2,PREMIUM,19690.4,19631.68,58.72,86.37,27.74,19637.28,19615.08,1.0,50.0,19588.95,19480.5,19717.8,19333.6,2,91449.16,8750.0,1312.5,87.5,74.38,140.0,83.37,-959.69,-10.97,NO_MOVE,1,0
E43B44DA,2023-11-16,13:45:00,NIFTY,CALL,1,65,1,NORMAL,19806.65,19758.01,48.64,83.33,31.08,19758.89,19707.87,1.0,50.0,19693.2,19579.65,19875.25,19329.45,7,90489.47,8231.0,1234.65,164.62,139.93,263.39,111.51,-2897.25,-35.2,Hard close (15:00),1,0
001881DC,2023-11-29,13:45:00,NIFTY,CALL,1,65,2,PREMIUM,20056.6,20019.35,37.25,84.64,29.26,20022.68,20005.6,1.0,50.0,19916.85,19800.0,20104.65,19703.85,1,87592.22,6300.0,945.0,63.0,53.55,100.8,63.08,-434.05,-6.89,Profit lock (14:00),1,0
E834B262,2023-12-04,14:30:00,NIFTY,CALL,1,68,2,PREMIUM,20647.85,20578.95,68.9,82.64,27.47,20593.22,20577.65,1.0,50.0,20291.55,20183.7,20702.65,19800.0,3,87158.17,11244.0,1686.6,112.44,95.57,179.9,115.44,-143.54,-1.28,Profit lock (14:00),1,0
062E251E,2023-12-20,14:30:00,NIFTY,PUT,0,71,2,PREMIUM,21302.5,21497.09,-194.59,15.55,41.95,21460.42,21514.35,1.0,50.0,21505.05,21337.75,21593.0,21074.45,1,87014.63,6665.0,999.75,66.65,56.65,106.64,104.07,3299.05,49.5,Hard close (15:00),1,1
7F06D953,2024-01-08,14:30:00,NIFTY,PUT,0,68,2,PREMIUM,21549.85,21622.46,-72.61,31.74,27.09,21611.26,21659.05,1.0,50.0,21749.6,21629.2,21763.95,21492.9,3,90313.68,11709.0,1756.35,117.09,99.53,187.34,122.34,81.69,0.7,Hard close (15:00),1,1
9BE56605,2024-01-12,13:45:00,NIFTY,CALL,1,68,2,PREMIUM,21886.35,21818.47,67.88,84.43,27.57,21818.37,21781.23,1.0,50.0,21726.5,21593.75,21928.25,21448.65,6,90395.37,16843.0,2526.45,168.43,143.17,269.49,147.65,-2521.94,-14.97,Hard close (15:00),1,0
FB74E643,2024-01-17,13:45:00,NIFTY,PUT,0,65,2,PREMIUM,21651.25,21712.54,-61.29,24.32,33.18,21699.17,21735.26,1.0,50.0,22124.15,21969.8,22124.15,21550.45,1,87873.43,6799.0,1019.85,67.99,57.79,108.78,101.07,2023.09,29.76,T2_TARGET (+49%),1,1
A2556391,2024-01-23,13:15:00,NIFTY,PUT,0,68,2,PREMIUM,21353.25,21532.47,-179.22,8.84,28.29,21521.52,21614.42,1.0,50.0,21720.3,21541.8,21851.5,21192.6,2,89896.52,9482.0,1422.3,94.82,80.6,151.71,108.64,938.43,9.9,Profit lock (14:00),1,1
35FE0532,2024-01-29,14:30:00,NIFTY,CALL,1,71,2,PREMIUM,21714.8,21641.16,73.64,75.01,33.48,21659.91,21610.14,1.0,50.0,21459.0,21247.05,21763.25,21137.2,3,90834.95,11820.0,1773.0,118.2,100.47,189.12,120.45,-219.04,-1.85,Hard close (15:00),1,0
8DC6A3EA,2024-02-08,14:00:00,NIFTY,PUT,0,68,2,PREMIUM,21771.2,21841.05,-69.85,26.82,29.03,21840.65,21907.7,1.0,50.0,22053.3,21860.15,22126.8,21665.3,7,90615.91,18054.0,2708.1,180.54,153.46,288.86,181.91,-307.99,-1.71,Profit lock (14:00),1,0
D43F1879,2024-02-28,14:30:00,NIFTY,PUT,0,66,1,CAUTIOUS,22033.2,22079.86,-46.66,40.39,32.76,22063.26,22121.59,1.0,50.0,22218.25,22085.65,22297.5,21875.25,1,90307.92,3450.5,517.57,69.01,58.66,110.42,76.92,154.15,4.47,Hard close (15:00),1,1
593BED02,2024-03-01,13:30:00,NIFTY,CALL,1,68,1,NORMAL,22314.25,22231.35,82.9,82.54,27.72,22235.35,22182.09,1.0,50.0,22060.55,21860.65,22353.3,21860.65,6,90462.07,8583.0,1287.45,171.66,145.91,274.66,174.84,-289.83,-3.38,NO_MOVE,1,0
CC1DAE75,2024-03-13,13:30:00,NIFTY,PUT,0,65,2,PREMIUM,22100.6,22206.38,-105.78,24.43,27.28,22195.96,22267.17,1.0,50.0,22452.55,22256.0,22526.6,21905.65,1,90172.24,6930.0,1039.5,69.3,58.9,110.88,97.77,2380.47,34.35,Profit lock (14:00),1,1
45615717,2024-03-22,14:30:00,NIFTY,CALL,1,71,2,PREMIUM,22140.15,22059.73,80.42,81.08,29.17,22063.19,21997.65,1.0,50.0,22080.95,21941.3,22180.7,21710.2,6,92552.71,17040.0,2556.0,170.4,144.84,272.64,128.91,-4593.14,-26.96,Hard close (15:00),1,0
D9E04DFD,2024-03-28,13:45:00,NIFTY,CALL,1,65,1,NORMAL,22416.4,22343.45,72.95,76.63,27.77,22344.82,22288.98,1.0,50.0,22193.6,22052.85,22516.0,21883.3,7,87959.57,9320.5,1398.07,186.41,158.45,298.26,198.78,375.73,4.03,Profit lock (14:00),1,1
6FE11844,2024-05-09,13:45:00,NIFTY,PUT,0,65,2,PREMIUM,22045.8,22148.48,-102.68,20.48,25.75,22136.03,22181.66,1.0,50.0,22368.65,22185.2,22794.7,21932.4,7,88335.3,18316.0,2747.4,183.16,155.69,293.06,219.97,3234.44,17.66,Hard close (15:00),1,1
79932C21,2024-05-23,13:45:00,NIFTY,CALL,1,68,1,CAUTIOUS,22833.55,22734.65,98.9,78.72,29.67,22743.3,22671.92,1.0,50.0,22629.5,22483.15,22993.6,22345.65,1,91569.74,3589.0,538.35,71.78,61.01,114.85,99.84,1118.64,31.17,T1_TARGET (+39%),1,1
CF14B08B,2024-06-07,14:15:00,NIFTY,CALL,1,65,1,NORMAL,23243.7,23101.62,142.08,76.58,26.01,23129.7,23038.27,1.0,50.0,22910.15,22642.6,23338.7,21281.45,6,92688.38,8947.0,1342.05,178.94,152.1,286.3,184.15,17.7,0.2,Hard close (15:00),1,1
FC5E9EA0,2024-06-25,14:00:00,NIFTY,CALL,1,65,1,CAUTIOUS,23679.3,23614.19,65.11,76.77,29.35,23624.81,23601.61,1.0,50.0,23558.1,23350.0,23754.15,23350.0,2,92706.08,5262.0,789.3,105.24,89.45,168.38,117.13,352.97,6.71,Hard close (15:00),1,1
5F96A2A6,2024-06-26,13:45:00,NIFTY,CALL,1,65,1,NORMAL,23844.1,23781.83,62.27,81.29,25.7,23789.28,23745.94,1.0,50.0,23754.15,23562.05,23889.9,23350.0,1,93059.05,3745.5,561.82,74.91,63.67,119.86,83.18,172.07,4.59,Profit lock (14:00),1,1
4459BFCA,2024-07-01,14:30:00,NIFTY,CALL,1,65,1,NORMAL,24130.8,24101.28,29.52,68.67,37.09,24108.49,24080.85,1.0,50.0,24174.0,23985.8,24174.0,23562.05,3,93231.12,6567.5,985.12,131.35,111.65,210.16,127.33,-442.65,-6.74,Hard close (15:00),1,0
4AAF34BE,2024-07-26,13:15:00,NIFTY,CALL,1,65,1,NORMAL,24775.55,24618.98,156.57,92.65,25.64,24619.83,24553.19,1.0,50.0,24426.15,24210.8,24861.15,24074.2,6,92788.47,9532.0,1429.8,190.64,162.04,305.02,190.16,-498.36,-5.23,NO_MOVE,1,0
07DD56A8,2024-08-06,14:30:00,NIFTY,PUT,0,65,2,PREMIUM,24036.95,24199.53,-162.58,27.22,43.18,24173.21,24239.41,1.0,50.0,24350.05,23893.7,25078.3,23893.7,2,92290.11,10650.0,1597.5,106.5,90.52,170.4,90.52,-2104.06,-19.76,HARD_SL (-17.5%),1,0
9CC76FDA,2024-08-13,13:45:00,NIFTY,PUT,0,68,1,NORMAL,24198.9,24292.33,-93.43,23.24,31.2,24281.89,24303.7,1.0,50.0,24472.8,24212.1,24472.8,24079.7,1,90186.05,3793.5,569.02,75.87,64.49,121.39,77.32,-168.61,-4.44,Profit lock (14:00),1,0
35F14FEA,2024-09-06,14:00:00,NIFTY,PUT,0,65,2,PREMIUM,24867.6,24931.66,-64.06,28.68,27.23,24941.59,25022.0,1.0,50.0,25275.45,25127.75,25333.65,24801.3,6,90017.44,19128.0,2869.2,191.28,162.59,306.05,202.13,638.96,3.34,Profit lock (14:00),1,1
7011469C,2024-09-12,14:30:00,NIFTY,CALL,1,65,2,PREMIUM,25251.8,25022.99,228.81,81.1,34.22,25050.48,25044.51,1.0,50.0,25113.7,24885.15,25433.35,24753.15,7,90656.4,20988.0,3148.2,209.88,178.4,335.81,248.72,3436.16,16.37,Profit lock (14:00),1,1
5F31DDBC,2024-10-03,13:45:00,NIFTY,PUT,0,71,2,PREMIUM,25284.25,25451.63,-167.38,10.49,30.02,25432.92,25506.19,1.0,50.0,25907.6,25739.2,26277.35,25230.3,7,94092.56,20993.0,3148.95,209.93,178.44,335.89,206.46,-1412.15,-6.73,NO_MOVE,1,0
3D603942,2024-10-07,14:15:00,NIFTY,PUT,0,68,1,NORMAL,24763.1,24919.15,-156.05,27.35,27.63,24889.74,24975.67,1.0,50.0,25485.05,24966.8,26134.7,24694.35,3,92680.41,6724.0,1008.6,134.48,114.31,215.17,114.31,-1330.97,-19.79,HARD_SL (-36.2%),1,0
0A3A469A,2024-10-17,13:45:00,NIFTY,PUT,0,65,2,PREMIUM,24773.25,24812.58,-39.33,27.72,33.98,24817.74,24869.45,1.0,50.0,25093.4,24908.45,25212.05,24728.9,7,91349.44,20563.0,3084.45,205.63,174.79,329.01,185.19,-2489.39,-12.11,Hard close (15:00),1,0
BA708F32,2024-10-22,14:30:00,NIFTY,PUT,0,68,2,PREMIUM,24579.45,24680.7,-101.25,32.15,37.17,24662.82,24728.82,1.0,50.0,24886.2,24567.65,25212.05,24445.8,2,88860.05,10906.0,1635.9,109.06,92.7,174.5,125.25,1175.8,10.78,Profit lock (14:00),1,1
4A5FF046,2024-10-25,13:45:00,NIFTY,PUT,0,68,1,NORMAL,24130.15,24188.78,-58.63,20.76,33.81,24200.57,24298.49,1.0,50.0,24480.65,24341.2,24886.2,24073.9,6,90035.85,9273.5,1391.02,185.47,157.65,296.75,190.33,-334.1,-3.6,NO_MOVE,1,0
8F190D00,2024-11-12,13:30:00,NIFTY,PUT,0,72,3,PREMIUM,23964.95,24119.38,-154.43,17.29,28.0,24099.99,24138.51,1.0,50.0,24336.8,24004.6,24537.6,23839.15,2,89701.75,15940.5,2391.07,106.27,90.33,170.03,126.23,2348.11,14.73,Hard close (15:00),1,1
7AC9B4EE,2024-11-22,13:45:00,NIFTY,CALL,1,65,2,PREMIUM,23717.95,23579.74,138.21,81.3,25.26,23606.48,23557.4,1.0,50.0,23507.3,23263.15,23956.1,23263.15,6,92049.86,18307.0,2746.05,183.07,155.61,292.91,201.85,1431.66,7.82,Profit lock (14:00),1,1
1D046ADB,2024-11-28,14:30:00,NIFTY,PUT,0,67,1,NORMAL,23974.1,24104.21,-130.11,32.1,27.68,24074.68,24163.71,1.0,50.0,24354.55,24145.65,24354.55,23359.0,7,93481.52,9939.0,1490.85,198.78,168.96,318.05,199.69,-197.26,-1.98,Profit lock (14:00),1,0
A2DD703B,2024-12-02,14:15:00,NIFTY,CALL,1,65,1,NORMAL,24249.0,24148.6,100.4,72.99,25.84,24152.97,24103.62,1.0,50.0,24188.45,23927.15,24354.55,23873.35,3,93284.26,6599.5,989.93,131.99,112.19,211.18,143.51,334.03,5.06,Profit lock (14:00),1,1
C656D177,2025-01-02,13:30:00,NIFTY,CALL,1,68,1,NORMAL,24099.85,23937.25,162.6,92.08,29.02,23945.07,23861.68,1.0,50.0,23822.8,23562.8,24226.7,23460.45,7,93618.29,10031.5,1504.72,200.63,170.54,321.01,204.22,-63.45,-0.63,Hard close (15:00),1,0
F3D9BBF7,2025-01-06,14:15:00,NIFTY,PUT,0,65,2,PREMIUM,23623.85,23791.84,-167.99,31.27,27.6,23766.27,23882.73,1.0,50.0,24196.45,23976.0,24226.7,23460.45,3,93554.84,12846.0,1926.9,128.46,109.19,205.54,146.07,1316.61,10.25,Profit lock (14:00),1,1
91C656CC,2025-01-20,14:00:00,NIFTY,CALL,1,65,2,PREMIUM,23338.25,23301.33,36.92,69.28,29.73,23306.17,23263.51,1.0,50.0,23292.1,23100.35,23391.65,23100.35,3,94871.45,12707.0,1906.05,127.07,108.01,203.31,115.84,-1566.02,-12.32,Hard close (15:00),1,0
CC9BBF69,2025-01-28,13:45:00,NIFTY,CALL,1,70,2,PREMIUM,23037.9,22967.26,70.64,65.71,29.68,22981.32,22944.68,1.0,50.0,23007.45,22786.9,23347.3,22786.9,2,93305.43,10241.0,1536.15,102.41,87.05,163.86,102.41,559.24,5.46,HARD_SL (-40.6%),1,1
47A120BC,2025-02-11,14:15:00,NIFTY,PUT,0,74,2,NORMAL,23052.65,23218.36,-165.71,22.63,44.03,23182.36,23247.33,1.0,50.0,23568.6,23316.3,23807.3,22986.65,2,93864.67,10223.0,1533.45,102.23,86.9,163.57,86.9,-2152.15,-21.05,HARD_SL (-21.9%),1,0
D6C9F99E,2025-02-14,13:45:00,NIFTY,PUT,0,68,2,PREMIUM,22812.1,22916.14,-104.04,28.93,26.66,22898.44,22959.98,1.0,50.0,23235.5,22992.2,23568.6,22774.85,6,91712.52,17533.0,2629.95,175.33,149.03,280.53,149.03,-3380.19,-19.28,HARD_SL (-23.0%),1,0
42DF6938,2025-03-06,14:30:00,NIFTY,CALL,1,75,3,PREMIUM,22494.85,22411.41,83.44,68.77,26.88,22435.02,22398.2,1.0,50.0,22394.9,22067.8,22556.45,21964.6,7,88332.33,28090.5,4213.57,187.27,159.18,299.63,185.56,-904.78,-3.22,Hard close (15:00),1,0
A44DBF4B,2025-03-20,14:15:00,NIFTY,CALL,1,71,2,PREMIUM,23182.4,23081.55,100.85,76.95,30.06,23108.18,23082.82,1.0,50.0,22940.7,22807.95,23216.7,22353.15,7,87427.55,19285.0,2892.75,192.85,163.92,308.56,170.91,-2638.66,-13.68,Hard close (15:00),1,0
C8B2122E,2025-03-26,14:30:00,NIFTY,PUT,0,70,2,PREMIUM,23542.4,23619.72,-77.32,31.93,29.55,23602.02,23646.26,1.0,50.0,23869.6,23601.4,23869.6,22973.95,1,84788.89,7388.0,1108.2,73.88,62.8,118.21,93.88,1551.9,21.01,Profit lock (14:00),1,1
53447AD4,2025-04-17,13:30:00,NIFTY,CALL,1,65,1,NORMAL,23775.3,23531.88,243.42,88.11,26.24,23556.63,23437.51,1.0,50.0,23452.2,23273.05,23872.35,22353.25,7,86340.79,9894.0,1484.1,197.88,168.2,316.61,198.84,-195.12,-1.97,Profit lock (14:00),1,0
FCDCAD20,2025-04-28,14:00:00,NIFTY,CALL,1,65,2,PREMIUM,24332.0,24272.84,59.16,69.77,29.81,24275.51,24208.6,1.0,50.0,24365.45,23847.85,24365.45,23847.85,2,86145.67,10816.0,1622.4,108.16,91.94,173.06,91.94,-2130.0,-19.69,HARD_SL (-23.2%),1,0
8441A2C7,2025-05-12,13:30:00,NIFTY,CALL,1,65,2,PREMIUM,24821.5,24708.73,112.77,75.98,25.31,24714.45,24659.97,1.0,50.0,24164.25,23935.75,24944.8,23935.75,3,84015.67,13515.0,2027.25,135.15,114.88,216.24,140.72,113.25,0.84,Profit lock (14:00),1,1
9908E49F,2025-05-15,14:00:00,NIFTY,CALL,1,68,1,NORMAL,25076.65,24698.89,377.76,81.33,27.76,24747.45,24674.76,1.0,50.0,24767.55,24535.55,25116.25,23935.75,7,84128.92,10424.5,1563.67,208.49,177.22,333.58,210.41,-147.25,-1.41,Profit lock (14:00),1,0
950ED33C,2025-05-20,14:00:00,NIFTY,PUT,0,65,2,PREMIUM,24767.95,24868.7,-100.75,16.39,25.03,24850.41,24891.32,1.0,50.0,25062.95,24916.65,25116.25,24494.45,2,83981.67,10987.0,1648.05,109.87,93.39,175.79,123.55,924.45,8.41,Profit lock (14:00),1,1
05C1D5FD,2025-05-22,14:15:00,NIFTY,PUT,0,66,2,PREMIUM,24529.8,24573.25,-43.45,38.47,33.54,24560.58,24576.44,1.0,50.0,24946.2,24685.35,25070.0,24462.4,7,84906.12,20351.0,3052.65,203.51,172.98,325.62,172.98,-3619.89,-17.79,HARD_SL (-17.2%),1,0
A4ECE143,2025-06-06,14:15:00,NIFTY,CALL,1,75,1,CAUTIOUS,24990.0,24916.33,73.67,73.8,28.35,24927.81,24844.48,1.0,50.0,24899.85,24613.1,25029.5,24502.15,6,81286.23,9622.5,1443.37,192.45,163.58,307.92,176.09,-1060.81,-11.02,Hard close (15:00),1,0
7EA633F0,2025-06-16,13:30:00,NIFTY,CALL,1,65,1,NORMAL,24941.3,24864.93,76.37,68.71,26.48,24874.37,24831.95,1.0,50.0,24754.35,24473.0,25222.4,24473.0,3,80225.42,6785.0,1017.75,135.7,115.34,217.12,137.8,-137.17,-2.02,Profit lock (14:00),1,0
FA0950D3,2025-07-23,14:30:00,NIFTY,CALL,1,65,1,NORMAL,25195.4,25144.65,50.75,72.45,25.22,25157.1,25135.95,1.0,50.0,25182.0,25035.55,25238.35,24882.3,1,80088.25,3958.5,593.77,79.17,67.29,126.67,85.75,87.97,2.22,Hard close (15:00),1,1
9E1C8DF2,2025-07-31,14:00:00,NIFTY,CALL,1,65,2,PREMIUM,24907.7,24789.62,118.08,80.22,26.88,24818.25,24763.71,1.0,50.0,24902.3,24771.95,25010.35,24598.6,7,80176.22,20710.0,3106.5,207.1,176.03,331.36,176.03,-3675.98,-17.75,HARD_SL (-15.0%),1,0
977A8422,2025-08-11,14:15:00,NIFTY,CALL,1,66,1,NORMAL,24539.45,24448.68,90.77,79.65,26.89,24462.69,24433.79,1.0,50.0,24585.5,24337.5,24733.1,24337.5,3,76500.24,6675.0,1001.25,133.5,113.47,213.6,137.33,-50.53,-0.76,Profit lock (14:00),1,0
A2140789,2025-08-20,13:45:00,NIFTY,CALL,1,65,1,NORMAL,25050.7,25015.22,35.48,70.91,32.85,25015.09,24981.55,1.0,50.0,25012.65,24873.95,25088.7,24535.25,1,76449.71,3935.5,590.32,78.71,66.9,125.94,80.91,-131.29,-3.34,Profit lock (14:00),1,0
AE5DEF3E,2025-11-04,14:30:00,NIFTY,PUT,0,65,1,NORMAL,25615.05,25679.71,-64.66,24.73,25.72,25672.43,25697.77,1.0,50.0,25803.1,25645.5,26097.85,25578.4,2,76318.42,5687.5,853.12,113.75,96.69,182.0,114.87,-185.84,-3.27,Hard close (15:00),1,0
