signal_id,date,time,index,direction,direction_int,conditions_met,close,vwap,vwap_distance,near_fib,fib_label,fib_level,fib_distance,rsi,adx,ema_bull,ema_bear,vol_spike,vol_ratio,pcr,swing_high,swing_low,dte,capital_before,capital_used,risk_amount,entry_premium,stop_loss,target,exit_premium,pnl,pnl_pct,exit_reason,trade_taken,outcome
01D15887,2024-01-01,14:00:00,NIFTY,CALL,1,4,21764.85,21730.66,34.19,1,near_PDH,21793.9,29.05,65.9,18.09,1,0,0,0.0,1.0,21793.9,21684.05,3,100000.0,17781.0,4960.0,118.54,94.83,154.1,119.56,153.0,0.86,Profit lock (14:00),1,1
68093943,2024-01-01,14:15:00,NIFTY,CALL,1,4,21792.65,21733.3,59.35,1,near_PDH,21801.2,8.55,72.5,22.65,1,0,0,0.0,1.0,21801.2,21684.05,3,100153.0,,,118.55,94.84,177.82,,,,shadow_not_traded,0,0
04D5B987,2024-01-01,14:30:00,NIFTY,CALL,1,4,21794.25,21736.18,58.07,1,near_PDH,21818.95,24.7,72.82,26.94,1,0,0,0.0,1.0,21818.95,21684.05,3,100153.0,,,118.67,94.94,178.0,,,,shadow_not_traded,0,0
943965FC,2024-01-04,13:45:00,NIFTY,CALL,1,3,21665.9,21641.82,24.08,1,near_PDH,21677.0,11.1,66.21,26.72,1,0,0,0.0,1.0,21677.0,21500.35,7,100153.0,,,179.97,143.98,269.95,,,,shadow_not_traded,0,1
802777DD,2024-01-04,14:00:00,NIFTY,CALL,1,3,21660.6,21642.88,17.72,1,near_PDH,21677.0,16.4,61.8,28.99,1,0,0,0.0,1.0,21677.0,21500.35,7,100153.0,,,179.93,143.94,269.89,,,,shadow_not_traded,0,1
C748C533,2024-01-04,14:15:00,NIFTY,CALL,1,3,21654.7,21643.57,11.13,1,near_PDH,21677.0,22.3,57.23,29.28,1,0,0,0.0,1.0,21677.0,21500.35,7,100153.0,,,179.88,143.9,269.82,,,,shadow_not_traded,0,1
2B05F989,2024-01-05,13:15:00,NIFTY,PUT,0,3,21695.85,21703.19,-7.34,1,near_PDH,21685.65,10.2,44.47,15.19,0,1,0,0.0,1.0,21685.65,21564.55,6,100153.0,,,166.88,133.5,250.32,,,,shadow_not_traded,0,0
9E4EE97F,2024-01-05,13:30:00,NIFTY,PUT,0,3,21692.85,21702.61,-9.76,1,near_PDH,21685.65,7.2,43.01,18.56,0,1,0,0.0,1.0,21685.65,21564.55,6,100153.0,,,166.78,133.42,250.17,,,,shadow_not_traded,0,0
86816637,2024-01-05,13:45:00,NIFTY,PUT,0,3,21680.1,21701.47,-21.38,1,near_PDH,21685.65,5.55,37.39,22.57,0,1,0,0.0,1.0,21685.65,21564.55,6,100153.0,,,166.77,133.42,250.16,,,,shadow_not_traded,0,0
33FBB608,2024-01-05,14:00:00,NIFTY,PUT,0,4,21679.35,21700.09,-20.74,1,near_PDH,21685.65,6.3,37.08,26.38,0,1,0,0.0,1.0,21685.65,21564.55,6,100153.0,,,166.54,133.23,249.81,,,,shadow_not_traded,0,0
