date,index,setup,direction,bias,gap_pct,signal_time,entry_time,entry_spot,entry_premium,sl_spot,tp_spot,lots,lot_size,quantity,partial1_lots,partial1_px,partial2_lots,partial2_px,exit_premium,gross_pnl,net_pnl,pnl_pct,exit_reason,dte
2025-02-21,BANKNIFTY,ORB,PUT,NEUTRAL,-0.297,11:10:00,11:15:00,48916.75,307.25,49121.29,48644.93,1,15,15,0,0.0,0,0.0,279.42,-447.48,-488.73,-10.57,NO_MOVE_TREND_LOST,4
2025-02-25,BANKNIFTY,ORB,PUT,NEUTRAL,0.07,10:45:00,10:50:00,48602.05,152.64,48712.77,48328.65,1,15,15,0,0.0,0,0.0,126.11,-427.98,-468.54,-20.33,Hard SL,1
2025-03-05,BANKNIFTY,ORB,CALL,NEUTRAL,-0.099,11:35:00,11:40:00,48597.75,403.8,48437.11,49071.88,1,15,15,0,0.0,0,0.0,340.36,-981.67,-1023.2,-16.85,Hard SL,7
2025-03-06,BANKNIFTY,VWAP,PUT,BULLISH,0.523,11:20:00,11:25:00,48486.2,372.99,48587.4,0.0,1,15,15,0,0.0,0,0.0,313.03,-929.38,-970.78,-17.3,Hard SL,6
2025-03-11,BANKNIFTY,VWAP,PUT,BEARISH,-0.609,12:45:00,12:50:00,47836.25,150.23,47891.7,0.0,1,15,15,0,0.0,0,0.0,112.92,-589.72,-630.22,-27.78,SL hit,1
2025-03-12,BANKNIFTY,PDH_PDL,PUT,NEUTRAL,0.018,13:50:00,13:55:00,47983.5,398.7,48061.67,48045.29,1,15,15,0,0.0,0,0.0,376.16,-368.17,-409.86,-6.84,VWAP TP,7
2025-03-21,BANKNIFTY,ORB,CALL,NEUTRAL,-0.133,10:45:00,10:50:00,50447.85,354.27,50104.19,50649.95,1,15,15,0,0.0,0,0.0,321.88,-515.86,-557.3,-10.46,NO_MOVE_EXTENDED,5
2025-03-24,BANKNIFTY,ORB,CALL,BULLISH,0.815,10:35:00,10:40:00,51578.1,229.08,51059.9,51738.78,1,15,15,0,0.0,0,0.0,306.48,1131.01,1089.63,31.57,TP hit,2
2025-03-24,BANKNIFTY,ORB,CALL,BULLISH,0.815,11:05:00,11:10:00,51647.05,229.39,51059.9,51738.78,1,15,15,0,0.0,0,0.0,180.86,-757.97,-798.78,-23.11,Hard SL,2
2025-03-26,BANKNIFTY,ORB,PUT,BULLISH,0.311,11:55:00,12:00:00,51457.0,427.56,51650.28,51185.08,1,15,15,0,0.0,0,0.0,534.51,1574.24,1531.84,23.83,TP hit,7
