date,index,setup,direction,bias,gap_pct,signal_time,entry_time,entry_spot,sl_spot,tp_spot,sl_pts,lots,lot_size,quantity,exit_spot,gross_pnl,net_pnl,pnl_pct,exit_reason
2024-10-28,BANKNIFTY,VWAP,PUT,BULLISH,0.406,11:00:00,11:05:00,51334.1,51436.77,0.0,102.67,1,15,15,51453.05,-1769.25,-1886.43,-0.24,SL hit
2024-10-29,BANKNIFTY,SMC,PUT,NEUTRAL,0.148,12:50:00,12:55:00,51812.75,51873.64,51690.97,60.89,1,15,15,51914.45,-1510.5,-1628.37,-0.21,SL hit
2024-11-04,BANKNIFTY,ORB,PUT,NEUTRAL,0.173,11:10:00,11:15:00,51121.55,51275.44,50591.12,153.89,1,15,15,51120.85,25.5,-91.18,-0.01,NO_MOVE_EXTENDED
2024-11-05,BANKNIFTY,VWAP,PUT,BEARISH,-0.341,10:35:00,10:40:00,51114.4,51216.63,0.0,102.23,1,15,15,51240.6,-1878.0,-1994.86,-0.26,SL hit
2024-11-05,BANKNIFTY,ORB,PUT,BEARISH,-0.341,11:40:00,11:45:00,50940.85,51094.0,50705.15,153.15,1,15,15,51129.4,-2813.25,-2929.94,-0.38,SL hit
2024-11-06,BANKNIFTY,VWAP,CALL,BULLISH,0.642,11:30:00,11:35:00,52387.15,52282.38,0.0,104.77,1,15,15,52369.8,-275.25,-393.8,-0.05,NO_MOVE_TREND_LOST
2024-11-07,BANKNIFTY,SMC,PUT,NEUTRAL,-0.24,13:15:00,13:20:00,51998.55,52094.3,51807.05,95.75,1,15,15,51931.8,1016.25,898.35,0.12,Hard close (15:15)
2024-11-08,BANKNIFTY,ORB,PUT,NEUTRAL,-0.044,11:55:00,12:00:00,51524.5,51679.33,51137.3,154.83,1,15,15,51724.1,-2979.0,-3096.59,-0.4,SL hit
2024-11-11,BANKNIFTY,ORB,CALL,NEUTRAL,0.059,10:35:00,10:40:00,51887.45,51732.55,52138.32,154.9,1,15,15,52145.9,3861.75,3743.53,0.48,TP hit
2024-11-12,BANKNIFTY,PDH_PDL,PUT,BULLISH,0.466,10:00:00,10:05:00,51928.05,52032.41,51824.19,104.36,1,15,15,51772.65,2346.0,2228.34,0.29,TP hit
2024-11-13,BANKNIFTY,ORB,PUT,NEUTRAL,-0.175,10:35:00,10:40:00,50880.25,51033.16,50398.0,152.91,1,15,15,50340.7,8108.25,7992.74,1.05,TP hit
2024-11-21,BANKNIFTY,PDH_PDL,CALL,BULLISH,0.315,12:35:00,12:40:00,50465.25,50364.32,50566.18,100.93,1,15,15,50359.35,-1603.5,-1719.04,-0.23,SL hit
2024-11-22,BANKNIFTY,VWAP,CALL,NEUTRAL,0.128,11:35:00,11:40:00,50843.05,50741.36,0.0,101.69,1,15,15,51096.4,3785.25,3668.61,0.48,Hard close (15:15)
2024-11-27,BANKNIFTY,SMC,PUT,NEUTRAL,-0.046,12:00:00,12:05:00,52201.4,52423.47,51757.26,222.07,1,15,15,52438.6,-3543.0,-3661.66,-0.47,SL hit
