date,index,setup,direction,bias,gap_pct,signal_time,entry_time,entry_spot,entry_premium,sl_spot,lots,lot_size,quantity,exit_premium,gross_pnl,net_pnl,pnl_pct,exit_reason,dte
2024-11-13,BANKNIFTY,ORB,PUT,NEUTRAL,-0.175,10:35:00,10:40:00,50880.25,422.77,51085.96,1,15,15,95.05,4885.82,4845.39,76.59,Short TP,7
2024-11-21,BANKNIFTY,PDH_PDL,CALL,BULLISH,0.315,12:35:00,12:40:00,50465.25,388.22,50386.58,1,15,15,400.58,-215.34,-257.15,-4.43,Hard close (14:30),6
2024-11-22,BANKNIFTY,VWAP,CALL,NEUTRAL,0.128,11:35:00,11:40:00,50843.05,357.04,50739.3,1,15,15,162.96,2881.16,2840.42,53.19,Hard close (14:30),5
2024-11-27,BANKNIFTY,SMC,PUT,NEUTRAL,-0.046,12:00:00,12:05:00,52201.15,433.74,52413.03,1,15,15,464.55,-492.12,-534.21,-8.23,Hard close (14:30),7
2024-12-02,BANKNIFTY,PDH_PDL,CALL,NEUTRAL,0.123,10:15:00,10:20:00,51892.9,230.48,51718.3,1,15,15,54.55,2609.0,2568.75,74.63,Hard close (14:30),2
2024-12-04,BANKNIFTY,ORB,CALL,NEUTRAL,0.216,10:50:00,10:55:00,53130.0,441.46,52882.06,1,15,15,312.01,1911.68,1870.27,28.31,Hard close (14:30),7
2024-12-05,BANKNIFTY,ORB,PUT,NEUTRAL,0.223,10:55:00,11:00:00,52908.2,407.01,53230.54,1,15,15,667.37,-3935.33,-3978.33,-65.32,Short SL,6
2024-12-10,BANKNIFTY,VWAP,PUT,NEUTRAL,0.055,12:15:00,12:20:00,53456.6,167.88,53528.1,2,15,30,131.61,1028.17,986.98,19.71,Hard close (14:30),1
2024-12-13,BANKNIFTY,ORB,PUT,NEUTRAL,-0.216,10:30:00,10:35:00,52339.7,367.55,52911.57,1,15,15,651.3,-4286.19,-4329.13,-78.74,Short SL,5
2024-12-17,BANKNIFTY,VWAP,CALL,NEUTRAL,-0.181,10:55:00,11:00:00,53216.2,167.13,53097.0,1,15,15,257.78,-1389.78,-1430.94,-57.42,Short SL,1
2024-12-17,BANKNIFTY,SMC,CALL,NEUTRAL,-0.181,12:00:00,12:05:00,52921.6,166.2,52781.73,2,15,30,221.84,-1729.24,-1771.25,-35.74,Hard close (14:30),1
2024-12-18,BANKNIFTY,ORB,PUT,NEUTRAL,-0.176,10:30:00,10:35:00,52452.85,403.51,52629.72,1,15,15,140.46,3915.69,3875.05,64.18,Hard close (14:30),6
2024-12-19,BANKNIFTY,ORB,CALL,BEARISH,-1.488,11:35:00,11:40:00,51746.9,363.39,51508.12,1,15,15,406.49,-676.52,-718.36,-13.22,Hard close (14:30),5
2024-12-23,BANKNIFTY,VWAP,PUT,BULLISH,0.338,11:55:00,12:00:00,51281.5,161.05,51382.65,1,15,15,143.21,237.6,196.95,8.2,Hard close (14:30),1
2024-12-24,BANKNIFTY,VWAP,PUT,NEUTRAL,0.016,11:30:00,11:35:00,51219.75,160.86,51277.75,2,15,30,131.22,829.35,788.16,16.43,Hard close (14:30),1
2024-12-26,BANKNIFTY,ORB,PUT,NEUTRAL,0.209,10:45:00,10:50:00,51116.65,393.23,51476.35,1,15,15,337.64,803.81,762.29,12.96,Hard close (14:30),6
2024-12-30,BANKNIFTY,ORB,CALL,NEUTRAL,-0.18,11:25:00,11:30:00,51668.15,229.48,51315.01,1,15,15,358.84,-1970.44,-2012.05,-58.71,Short SL,2
2024-12-31,BANKNIFTY,PDH_PDL,CALL,BEARISH,-0.494,11:40:00,11:45:00,50841.4,159.67,50592.21,1,15,15,142.44,228.41,187.76,7.89,Hard close (14:30),1
2025-01-01,BANKNIFTY,ORB,CALL,NEUTRAL,-0.083,10:50:00,10:55:00,51097.65,424.58,50851.19,1,15,15,315.29,1609.34,1567.92,24.68,Hard close (14:30),7
2025-01-03,BANKNIFTY,ORB,PUT,NEUTRAL,-0.075,11:05:00,11:10:00,51178.1,359.4,51454.78,1,15,15,226.31,1966.41,1925.38,35.81,Hard close (14:30),5
2025-01-06,BANKNIFTY,ORB,PUT,NEUTRAL,0.032,11:10:00,11:15:00,50260.2,223.23,50673.79,1,15,15,65.01,2343.32,2303.02,69.09,Short TP,2
